circuit,seed,sample_index,adp_reduction_pct,vtr_success,aspect_ratio,area_mwta,delay_ns,power_w,adp,vtr_seconds,cached,grid_w,grid_h,dsp_coords,bram_coords
reduction_layer,123,7,-69.08321090239544,True,0.9,14997400.0,8.32612,0.1574,19654561.9386512,247.33,False,44,49,[],"[[39, 30], [7, 26], [7, 16], [37, 6], [27, 8], [24, 35], [40, 34], [14, 9], [14, 36], [39, 24], [40, 10], [19, 9], [6, 12], [17, 10], [10, 24], [10, 14], [35, 20], [12, 35], [3, 16], [4, 4], [26, 35], [16, 3], [34, 28], [1, 20], [8, 8], [11, 19], [33, 12], [9, 17], [5, 17], [19, 20], [42, 1], [12, 5]]"
reduction_layer,123,0,-14.37560055486801,True,0.9,11494600.0,7.95496,0.1454,13295242.699606398,282.57,False,40,44,[],"[[8, 1], [38, 8], [28, 12], [22, 4], [12, 18], [17, 21], [19, 13], [5, 12], [28, 23], [13, 14], [5, 5], [35, 29], [12, 28], [29, 19], [21, 8], [17, 33], [33, 18], [33, 28], [3, 10], [32, 34], [18, 2], [20, 30], [19, 37], [31, 18], [9, 10], [18, 13], [37, 23], [7, 28], [23, 9], [22, 28], [9, 17], [2, 10]]"
arm_core,123,2,-31.55677228924271,True,0.9,11485000.0,19.1331,0.06866,15087599.24931,250.47,False,37,41,[],"[[15, 3], [23, 3], [5, 2], [8, 4], [24, 14], [20, 6], [9, 11], [23, 13], [17, 1], [16, 11], [31, 11], [18, 13], [14, 9], [24, 23], [1, 9], [21, 18], [15, 19], [35, 14], [33, 11], [5, 14], [10, 1], [10, 14], [10, 25], [19, 16]]"
reduction_layer,123,9,-46.9074889365983,True,0.9,14045500.0,7.34635,0.1655,17076812.8020875,293.45,False,44,49,[],"[[33, 15], [27, 32], [2, 15], [29, 19], [3, 10], [12, 19], [10, 37], [26, 22], [10, 9], [32, 23], [27, 26], [12, 28], [32, 30], [10, 31], [10, 3], [34, 1], [30, 24], [29, 2], [19, 12], [36, 32], [7, 32], [2, 22], [9, 19], [16, 31], [5, 16], [16, 6], [35, 13], [17, 34], [42, 29], [42, 10], [21, 14], [13, 9]]"
arm_core,123,4,-21.314791872632142,True,0.9,10866800.0,19.1751,0.06677,13912996.8829236,274.76,False,36,40,[],"[[2, 26], [15, 18], [23, 15], [14, 8], [4, 10], [10, 6], [16, 20], [1, 9], [18, 7], [5, 6], [21, 7], [12, 5], [22, 16], [5, 17], [11, 4], [7, 18], [12, 19], [10, 14], [21, 13], [34, 12], [19, 15], [28, 28], [9, 9], [25, 11]]"
arm_core,123,3,-46.880408504219936,True,0.9,12024300.0,19.6951,0.07113,16844991.7288509,443.53,False,37,41,[],"[[15, 11], [7, 18], [16, 12], [21, 5], [29, 13], [21, 26], [4, 26], [11, 13], [27, 9], [9, 15], [33, 14], [10, 20], [18, 2], [31, 19], [9, 6], [17, 8], [35, 22], [17, 25], [27, 22], [18, 17], [12, 5], [14, 15], [13, 25], [5, 14]]"
arm_core,123,6,-38.08788181166952,True,0.9,11893200.0,18.2933,0.07279,15836620.082012396,331.78,False,37,41,[],"[[17, 8], [15, 1], [17, 28], [8, 1], [31, 18], [35, 17], [9, 16], [6, 12], [21, 1], [29, 1], [19, 16], [8, 19], [10, 30], [3, 20], [18, 18], [28, 9], [1, 25], [15, 16], [21, 10], [9, 5], [4, 13], [32, 20], [13, 3], [5, 17]]"
softmax,123,1,-28.310864818474577,True,0.9,8931130.0,6.38336,0.08054,4591635.173462272,312.92,False,40,44,"[[13, 8], [38, 36], [20, 1], [16, 7], [8, 16], [1, 14], [6, 15], [7, 34]]",[]
arm_core,123,7,-44.09596547232896,True,0.9,12023100.0,19.283,0.07128,16525657.650744,368.74,False,37,41,[],"[[5, 10], [7, 26], [7, 16], [1, 4], [27, 8], [30, 24], [27, 18], [14, 9], [10, 22], [8, 22], [10, 9], [19, 9], [6, 12], [17, 10], [18, 17], [23, 17], [35, 20], [9, 7], [3, 16], [4, 4], [19, 16], [16, 3], [34, 28], [11, 17]]"
arm_core,123,9,-31.60202357882203,True,0.9,11376300.0,19.0097,0.06979,15092788.8971769,338.58,False,36,40,[],"[[33, 15], [10, 18], [2, 15], [29, 19], [3, 10], [12, 19], [16, 12], [26, 22], [10, 9], [32, 23], [27, 26], [12, 28], [32, 30], [21, 8], [10, 3], [34, 1], [9, 17], [29, 2], [19, 12], [32, 3], [20, 19], [2, 22], [18, 14], [28, 21]]"
arm_core,123,8,-8.744878683072821,True,0.9,10132700.0,18.8543,0.06528,12471415.3550208,366.73,False,34,38,[],"[[14, 22], [32, 16], [11, 12], [10, 25], [31, 24], [19, 13], [12, 18], [23, 25], [29, 21], [8, 4], [7, 10], [8, 14], [24, 14], [1, 9], [7, 26], [13, 8], [18, 14], [9, 15], [17, 13], [21, 5], [18, 2], [15, 2], [30, 11], [11, 18]]"
arm_core,123,5,-34.84838509593521,True,0.9,11515600.0,19.5341,0.06875,15465098.13475,430.04,False,36,40,[],"[[28, 13], [6, 20], [34, 18], [4, 12], [20, 23], [16, 14], [15, 16], [18, 15], [11, 19], [9, 10], [10, 13], [29, 29], [9, 16], [12, 11], [19, 16], [1, 4], [30, 29], [18, 2], [19, 9], [8, 3], [22, 8], [24, 3], [24, 22], [23, 15]]"
softmax,123,6,-2.219165376539582,True,1.1,7706290.0,6.48455,0.0732,3657937.4303874,289.44,False,42,38,"[[17, 8], [15, 1], [17, 28], [15, 33], [31, 18], [35, 17], [18, 4], [24, 32]]",[]
softmax,123,3,-260.1033170733523,True,1.8,16333600.0,6.25158,0.1262,12886383.8545056,323.59,False,77,43,"[[8, 34], [7, 18], [16, 12], [34, 33], [29, 13], [40, 29], [8, 38], [14, 6]]",[]
