circuit,seed,sample_index,aspect_ratio,area_mwta,delay_ns,power_w,adp,adp_reduction_pct,vtr_success,vtr_seconds,cached,grid_w,grid_h,dsp_coords,bram_coords
mkDelayWorker32B,42,0,1.3,8623310.0,8.46333,0.1679,12253664.069524169,-44.57501916288739,True,69.23,False,64,49,[],"[[39, 4], [22, 21], [12, 30], [45, 10], [20, 12], [40, 20], [31, 9], [44, 11], [39, 34], [44, 34], [28, 2], [22, 6], [37, 5], [12, 42], [40, 13], [48, 31], [20, 3], [2, 36], [35, 40], [5, 2], [10, 18], [1, 35], [25, 2], [30, 41], [40, 2], [9, 17], [15, 15], [3, 11], [23, 23], [10, 42], [17, 23], [7, 2], [43, 32], [38, 14], [4, 14], [10, 12], [29, 7], [17, 2], [41, 18], [18, 34], [30, 11], [48, 23], [26, 8]]"
mkDelayWorker32B,42,3,1.1,7214380.0,7.69024,0.1724,9564806.07346688,-12.850492188698764,True,61.92,False,55,50,[],"[[13, 41], [15, 38], [26, 43], [37, 21], [20, 43], [6, 27], [5, 16], [21, 20], [16, 42], [48, 36], [8, 3], [25, 20], [11, 8], [44, 29], [14, 22], [30, 18], [35, 40], [27, 15], [17, 33], [23, 12], [44, 1], [8, 16], [12, 3], [29, 10], [32, 23], [36, 13], [22, 30], [29, 28], [18, 18], [31, 31], [8, 35], [30, 11], [38, 8], [17, 4], [37, 42], [31, 41], [29, 43], [48, 42], [48, 22], [24, 14], [14, 5], [39, 38], [14, 42]]"
mkDelayWorker32B,42,4,1.5,10873200.0,9.99596,0.1616,17563992.479155198,-107.22899981942126,True,59.39,False,75,50,[],"[[43, 36], [20, 13], [5, 28], [7, 34], [34, 41], [37, 15], [25, 22], [9, 42], [9, 31], [17, 26], [9, 6], [1, 11], [37, 43], [31, 18], [25, 28], [22, 42], [37, 2], [30, 29], [13, 6], [16, 36], [18, 40], [44, 4], [48, 30], [14, 19], [11, 1], [47, 30], [48, 17], [46, 34], [21, 38], [24, 29], [39, 24], [24, 13], [46, 40], [11, 40], [2, 19], [43, 15], [38, 19], [15, 19], [37, 21], [40, 30], [29, 35], [27, 21], [3, 28]]"
mkDelayWorker32B,42,8,1.0,7430280.0,10.0719,0.1357,10155385.9388124,-19.818456616734487,True,46.71,False,50,50,[],"[[3, 27], [48, 23], [14, 26], [23, 22], [45, 11], [9, 7], [8, 8], [43, 33], [47, 6], [34, 43], [31, 36], [32, 3], [7, 43], [24, 31], [32, 31], [2, 11], [39, 4], [48, 6], [19, 24], [27, 43], [39, 14], [29, 35], [47, 32], [22, 2], [29, 1], [46, 5], [1, 15], [43, 14], [41, 12], [32, 20], [18, 13], [14, 5], [33, 35], [16, 7], [13, 18], [15, 43], [38, 43], [26, 28], [33, 9], [12, 26], [25, 40], [48, 41], [16, 33]]"
mkDelayWorker32B,7,6,0.3,24703200.0,9.02245,0.2719,60601992.88179599,-615.0134223105927,True,151.04,False,50,167,[],"[[39, 39], [6, 35], [14, 11], [33, 8], [29, 16], [19, 25], [5, 12], [26, 41], [13, 4], [27, 23], [19, 32], [33, 22], [4, 20], [48, 24], [8, 42], [17, 28], [31, 9], [10, 22], [6, 28], [24, 5], [45, 36], [24, 20], [24, 33], [16, 16], [15, 5], [4, 2], [48, 4], [1, 19], [34, 9], [48, 42], [34, 35], [27, 31], [43, 28], [1, 32], [34, 3], [38, 27], [36, 17], [40, 28], [11, 5], [47, 16], [48, 33], [42, 19], [41, 17]]"
mkDelayWorker32B,42,5,1.2,7306390.0,8.13744,0.1672,9940927.87239552,-17.288170256186312,True,59.35,False,59,49,[],"[[11, 42], [6, 7], [47, 3], [16, 40], [34, 35], [20, 26], [48, 22], [44, 23], [22, 33], [32, 35], [18, 28], [28, 10], [17, 42], [10, 28], [48, 39], [15, 34], [15, 40], [17, 24], [9, 34], [40, 20], [43, 39], [19, 17], [23, 27], [22, 2], [6, 24], [41, 6], [33, 17], [28, 20], [4, 15], [44, 30], [42, 35], [25, 30], [29, 40], [48, 5], [21, 34], [17, 7], [15, 3], [37, 26], [4, 4], [13, 22], [4, 41], [1, 5], [45, 18]]"
mkDelayWorker32B,42,6,1.5,11380000.0,11.5742,0.1464,19282987.5744,-127.51058640657318,True,62.29,False,75,50,[],"[[23, 33], [25, 20], [14, 31], [20, 7], [33, 8], [6, 35], [40, 26], [48, 42], [18, 27], [25, 37], [46, 42], [7, 28], [45, 23], [6, 41], [47, 43], [32, 31], [16, 37], [13, 22], [22, 12], [17, 28], [32, 39], [36, 3], [46, 4], [5, 15], [2, 27], [14, 15], [12, 21], [22, 35], [47, 22], [26, 25], [48, 8], [18, 34], [25, 11], [19, 17], [30, 38], [36, 11], [31, 34], [42, 6], [47, 28], [18, 12], [9, 11], [13, 13], [47, 13]]"
mkDelayWorker32B,42,9,2.0,12786000.0,8.95117,0.1973,22580917.843025997,-166.42126072237272,True,62.96,False,99,50,[],"[[8, 37], [35, 16], [30, 37], [45, 15], [38, 15], [12, 22], [1, 22], [14, 14], [25, 1], [21, 19], [16, 8], [42, 34], [2, 18], [46, 34], [40, 30], [38, 8], [38, 35], [12, 30], [36, 30], [6, 25], [23, 6], [16, 22], [3, 11], [47, 37], [12, 16], [14, 4], [44, 36], [4, 17], [43, 42], [33, 20], [22, 40], [12, 4], [19, 7], [3, 1], [40, 19], [41, 6], [21, 9], [37, 42], [20, 6], [25, 43], [32, 21], [5, 30], [31, 16]]"
mkDelayWorker32B,42,7,0.9,8379360.0,9.0476,0.154,11675217.020544,-37.75020393076303,True,66.64,False,50,56,[],"[[46, 16], [37, 32], [3, 28], [9, 16], [46, 33], [35, 40], [25, 12], [8, 40], [4, 28], [5, 14], [12, 29], [21, 18], [13, 28], [6, 42], [11, 32], [18, 37], [35, 25], [17, 8], [46, 8], [35, 10], [33, 25], [48, 19], [41, 26], [18, 7], [4, 17], [30, 38], [2, 26], [5, 4], [25, 31], [23, 16], [38, 25], [20, 16], [28, 15], [2, 36], [38, 41], [39, 42], [31, 14], [15, 32], [11, 3], [36, 10], [29, 38], [14, 8], [1, 40]]"
mkDelayWorker32B,42,10,1.2,8611290.0,8.77235,0.1618,12222574.2227367,-44.20820519038356,True,49.42,False,60,50,[],"[[13, 20], [5, 20], [45, 30], [40, 22], [38, 21], [18, 28], [33, 43], [44, 28], [3, 21], [32, 14], [2, 22], [28, 5], [31, 34], [39, 14], [46, 32], [1, 15], [35, 15], [11, 16], [34, 3], [16, 8], [12, 24], [31, 22], [30, 35], [24, 21], [14, 20], [20, 23], [11, 1], [11, 38], [37, 25], [27, 21], [21, 35], [25, 3], [16, 2], [18, 19], [32, 25], [6, 17], [39, 27], [29, 21], [27, 38], [29, 9], [19, 38], [34, 28], [28, 30]]"
mkDelayWorker32B,42,1,0.2,32768000.0,9.05293,0.3413,101245419.814912,-1094.5454377438211,True,123.23,False,49,245,[],"[[20, 32], [47, 34], [23, 15], [3, 27], [30, 25], [30, 33], [28, 9], [34, 10], [12, 24], [34, 16], [3, 17], [42, 26], [37, 10], [42, 36], [47, 41], [5, 5], [40, 43], [44, 25], [24, 27], [14, 36], [12, 14], [17, 27], [42, 20], [27, 5], [45, 41], [11, 30], [13, 7], [10, 26], [22, 2], [18, 36], [43, 27], [41, 43], [17, 35], [33, 26], [21, 9], [37, 16], [27, 28], [7, 9], [6, 2], [4, 32], [8, 13], [44, 39], [15, 3]]"
mkDelayWorker32B,42,14,1.8,13742000.0,9.20892,0.1878,23765898.188592,-180.40226715406794,True,64.55,False,90,50,[],"[[7, 4], [24, 28], [7, 13], [48, 27], [44, 1], [47, 32], [20, 13], [43, 40], [45, 31], [11, 25], [28, 4], [12, 24], [24, 13], [3, 22], [31, 25], [26, 2], [27, 29], [26, 42], [29, 40], [36, 11], [35, 2], [48, 43], [13, 43], [39, 6], [42, 10], [2, 30], [45, 16], [22, 2], [14, 40], [38, 28], [23, 4], [46, 14], [18, 22], [33, 12], [4, 14], [28, 43], [6, 19], [1, 23], [39, 28], [36, 32], [43, 17], [33, 22], [7, 43]]"
mkDelayWorker32B,42,11,1.5,10872500.0,9.36326,0.1706,17367428.766110003,-104.90984022609476,True,82.21,False,75,50,[],"[[22, 6], [1, 43], [10, 16], [44, 18], [29, 43], [38, 37], [16, 15], [5, 24], [15, 32], [48, 10], [21, 41], [24, 2], [13, 5], [5, 34], [9, 2], [17, 12], [32, 4], [28, 32], [42, 12], [6, 13], [23, 22], [41, 3], [1, 3], [39, 40], [23, 12], [3, 25], [43, 33], [19, 25], [44, 31], [33, 6], [29, 18], [45, 33], [36, 14], [6, 40], [4, 30], [1, 29], [13, 36], [17, 24], [23, 1], [2, 36], [7, 10], [21, 29], [37, 31]]"
mkDelayWorker32B,42,16,1.0,6521180.0,7.62436,0.1685,8377790.334698801,1.1545288568723042,True,60.03,False,50,50,[],"[[18, 29], [4, 28], [47, 20], [24, 20], [12, 38], [47, 36], [32, 5], [18, 35], [31, 7], [33, 43], [19, 25], [41, 13], [2, 22], [39, 7], [27, 41], [46, 11], [9, 23], [2, 33], [16, 10], [17, 25], [26, 40], [12, 27], [8, 6], [34, 38], [4, 6], [41, 4], [20, 28], [11, 22], [15, 28], [28, 24], [47, 9], [40, 14], [13, 31], [30, 24], [48, 37], [27, 23], [26, 11], [9, 41], [3, 39], [11, 41], [46, 21], [25, 13], [38, 13]]"
mkDelayWorker32B,42,15,0.5,14688700.0,9.51321,0.1896,26494075.9930392,-212.5907094126318,True,63.89,False,49,98,[],"[[47, 15], [10, 1], [29, 21], [37, 17], [43, 42], [26, 38], [10, 16], [9, 27], [23, 17], [20, 43], [15, 41], [40, 18], [19, 20], [36, 13], [46, 34], [21, 12], [19, 6], [11, 21], [16, 25], [43, 12], [7, 24], [35, 11], [13, 10], [28, 41], [16, 31], [37, 35], [1, 13], [44, 39], [40, 9], [16, 4], [5, 12], [47, 35], [3, 14], [9, 5], [27, 39], [41, 13], [20, 1], [12, 2], [35, 2], [39, 33], [14, 17], [42, 18], [3, 4]]"
mkDelayWorker32B,42,18,1.7,10858600.0,8.55322,0.1857,17247072.214304402,-103.48981184234378,True,54.0,False,83,49,[],"[[46, 17], [1, 14], [20, 30], [42, 22], [42, 6], [1, 4], [4, 23], [19, 26], [11, 37], [3, 40], [10, 12], [13, 1], [32, 21], [16, 2], [1, 35], [9, 35], [16, 38], [8, 13], [21, 2], [37, 27], [30, 8], [43, 38], [7, 27], [35, 2], [26, 34], [12, 26], [27, 16], [12, 5], [35, 20], [35, 9], [25, 41], [18, 2], [26, 15], [31, 10], [16, 25], [22, 28], [23, 42], [17, 39], [6, 5], [47, 41], [48, 26], [37, 35], [36, 5]]"
mkDelayWorker32B,7,19,0.2,32838900.0,11.582,0.3038,115547334.47124001,-1263.286768807983,True,160.4,False,50,250,[],"[[35, 41], [1, 14], [1, 28], [18, 15], [29, 33], [29, 43], [1, 36], [19, 4], [14, 22], [30, 27], [48, 37], [8, 42], [41, 8], [29, 12], [44, 2], [41, 42], [48, 26], [39, 23], [37, 14], [15, 23], [26, 31], [25, 40], [3, 34], [39, 9], [34, 3], [34, 40], [36, 36], [27, 42], [14, 36], [28, 43], [19, 10], [5, 29], [26, 7], [16, 42], [37, 29], [33, 20], [19, 19], [42, 31], [9, 10], [23, 22], [25, 28], [16, 12], [9, 25]]"
mkDelayWorker32B,42,13,1.5,11379700.0,11.0352,0.1514,19012397.987616,-124.31803155337863,True,82.5,False,75,50,[],"[[38, 38], [10, 40], [30, 6], [17, 31], [2, 40], [6, 24], [44, 4], [23, 20], [22, 19], [9, 5], [48, 6], [29, 9], [20, 5], [47, 13], [46, 29], [42, 40], [45, 31], [30, 26], [44, 43], [37, 7], [22, 33], [31, 43], [2, 29], [24, 17], [48, 27], [9, 31], [19, 7], [44, 22], [27, 36], [2, 3], [4, 42], [13, 32], [14, 41], [4, 20], [37, 41], [35, 18], [29, 40], [26, 30], [20, 20], [4, 6], [28, 40], [28, 2], [1, 31]]"
mkDelayWorker32B,42,19,1.3,7958970.0,8.0366,0.1738,11116779.5328876,-31.161471775130025,True,55.86,False,64,49,[],"[[8, 36], [16, 27], [48, 24], [22, 21], [20, 39], [45, 42], [28, 42], [1, 32], [2, 21], [9, 2], [31, 6], [30, 17], [17, 15], [39, 7], [45, 26], [47, 36], [9, 26], [18, 15], [38, 15], [42, 13], [1, 41], [18, 38], [27, 40], [42, 40], [4, 29], [34, 39], [10, 10], [3, 15], [6, 6], [35, 34], [43, 35], [28, 25], [40, 9], [24, 30], [34, 6], [34, 21], [22, 32], [13, 14], [27, 7], [45, 5], [2, 32], [19, 23], [26, 15]]"
mkDelayWorker32B,42,17,1.1,8221570.0,7.16462,0.1849,10891428.15539366,-28.50266053836706,True,68.14,False,55,50,[],"[[48, 43], [19, 19], [10, 36], [26, 9], [26, 31], [48, 13], [40, 34], [5, 34], [34, 24], [33, 3], [11, 2], [24, 29], [42, 21], [6, 24], [16, 34], [25, 20], [36, 31], [37, 32], [8, 8], [35, 18], [23, 4], [3, 21], [26, 22], [19, 9], [4, 8], [14, 18], [37, 14], [48, 19], [31, 43], [25, 29], [46, 16], [32, 15], [10, 28], [40, 43], [13, 5], [18, 37], [36, 14], [11, 8], [22, 24], [24, 12], [44, 20], [45, 5], [45, 29]]"
mkDelayWorker32B,42,12,0.3,23604200.0,8.43098,0.2744,54607394.05903039,-544.2860680467661,True,100.14,False,49,163,[],"[[30, 10], [15, 6], [40, 1], [19, 40], [23, 26], [14, 8], [3, 4], [6, 25], [5, 35], [40, 11], [25, 38], [39, 12], [41, 36], [24, 4], [43, 10], [2, 9], [23, 12], [19, 11], [39, 3], [28, 20], [11, 33], [12, 9], [36, 5], [46, 29], [41, 24], [43, 20], [3, 20], [47, 27], [16, 17], [20, 32], [37, 22], [35, 26], [18, 9], [14, 38], [40, 43], [25, 30], [38, 7], [47, 15], [3, 29], [38, 42], [5, 9], [11, 23], [25, 11]]"
mkDelayWorker32B,123,1,1.8,11535600.0,7.51163,0.2105,18240068.975394,-115.20569738879556,True,61.76,False,88,49,[],"[[47, 17], [38, 32], [32, 25], [47, 40], [15, 10], [31, 39], [34, 35], [11, 37], [9, 21], [39, 2], [9, 41], [5, 11], [6, 4], [16, 29], [24, 12], [36, 42], [44, 17], [32, 41], [7, 38], [7, 12], [20, 5], [19, 25], [16, 4], [10, 22], [46, 9], [20, 36], [7, 27], [6, 25], [44, 1], [12, 31], [35, 35], [33, 29], [31, 6], [22, 8], [4, 33], [20, 19], [4, 5], [28, 41], [22, 32], [21, 10], [38, 26], [12, 21], [34, 28]]"
mkDelayWorker32B,123,0,1.4,10119800.0,8.01775,0.1843,14953738.274734996,-76.4318807305582,True,78.05,False,70,50,[],"[[16, 13], [44, 19], [9, 9], [21, 39], [31, 11], [32, 5], [43, 10], [23, 43], [6, 13], [20, 3], [31, 40], [20, 41], [17, 31], [42, 3], [23, 12], [4, 9], [41, 41], [41, 32], [2, 14], [39, 17], [22, 8], [1, 18], [8, 41], [39, 24], [20, 29], [34, 38], [23, 3], [45, 17], [5, 23], [5, 13], [21, 5], [11, 17], [25, 40], [6, 19], [34, 8], [6, 38], [13, 9], [37, 25], [34, 19], [9, 24], [38, 14], [36, 24], [47, 11]]"
mkDelayWorker32B,42,2,0.2,37183800.0,12.0432,0.3048,136493079.36076802,-1510.415419601986,True,181.22,False,50,250,[],"[[16, 17], [19, 22], [11, 42], [7, 37], [3, 14], [6, 24], [14, 29], [36, 31], [28, 38], [22, 32], [30, 12], [15, 25], [30, 31], [20, 19], [11, 2], [47, 18], [37, 33], [7, 29], [38, 10], [12, 10], [33, 40], [29, 9], [1, 4], [38, 28], [44, 19], [21, 22], [3, 7], [46, 30], [19, 32], [23, 39], [40, 15], [30, 20], [26, 42], [36, 13], [48, 36], [17, 40], [39, 14], [2, 32], [4, 8], [12, 26], [32, 10], [29, 15], [42, 43]]"
mkDelayWorker32B,123,2,1.8,12550200.0,7.71469,0.2102,20351753.6924676,-140.12043772317355,True,66.1,False,90,50,[],"[[24, 22], [36, 13], [18, 5], [41, 13], [48, 43], [20, 19], [15, 5], [46, 40], [13, 5], [5, 13], [25, 35], [14, 34], [11, 27], [33, 6], [18, 11], [37, 42], [40, 13], [1, 11], [43, 29], [7, 15], [21, 31], [15, 38], [6, 21], [9, 43], [19, 38], [31, 22], [30, 10], [44, 12], [1, 37], [6, 13], [47, 28], [9, 13], [17, 9], [2, 15], [21, 13], [8, 32], [16, 42], [46, 13], [45, 14], [13, 33], [31, 38], [40, 7], [2, 24]]"
mkDelayWorker32B,123,3,1.0,7431150.0,8.84317,0.1509,9916381.842295952,-16.998563592262524,True,49.1,False,50,50,[],"[[4, 1], [30, 6], [13, 16], [32, 21], [42, 10], [11, 16], [2, 28], [20, 20], [47, 31], [17, 29], [36, 34], [7, 14], [19, 36], [31, 34], [29, 30], [23, 3], [19, 13], [18, 13], [37, 4], [44, 43], [12, 6], [14, 34], [37, 41], [41, 7], [3, 11], [3, 24], [33, 19], [38, 38], [33, 5], [16, 5], [12, 13], [31, 1], [10, 28], [12, 38], [20, 30], [1, 16], [25, 28], [28, 31], [9, 34], [48, 11], [23, 40], [12, 31], [44, 6]]"
mkDelayWorker32B,123,6,1.0,7431140.0,8.90639,0.1501,9934313.11078846,-17.210125903030196,True,46.49,False,50,50,[],"[[13, 36], [35, 5], [10, 11], [11, 35], [14, 19], [22, 21], [36, 22], [44, 20], [37, 31], [8, 42], [21, 25], [39, 35], [41, 1], [45, 21], [40, 20], [6, 39], [33, 20], [16, 31], [15, 6], [26, 42], [1, 21], [4, 25], [34, 18], [35, 29], [23, 17], [36, 38], [8, 30], [25, 25], [8, 15], [9, 37], [38, 22], [27, 20], [5, 43], [46, 27], [28, 43], [36, 28], [48, 10], [41, 17], [6, 7], [30, 5], [28, 5], [18, 40], [5, 36]]"
mkDelayWorker32B,123,7,0.6,9367180.0,8.20076,0.182,13980875.1003376,-64.9535415755635,True,52.78,False,47,78,[],"[[40, 41], [44, 3], [45, 10], [42, 39], [10, 26], [41, 9], [2, 9], [15, 40], [32, 42], [40, 30], [26, 20], [27, 38], [36, 4], [26, 29], [14, 33], [43, 14], [4, 31], [8, 39], [34, 43], [13, 15], [37, 37], [13, 3], [30, 32], [29, 36], [9, 39], [25, 14], [20, 14], [15, 20], [27, 15], [36, 37], [37, 20], [8, 33], [36, 21], [31, 19], [5, 13], [44, 33], [6, 32], [12, 31], [4, 10], [44, 14], [38, 27], [24, 25], [7, 23]]"
mkDelayWorker32B,123,9,0.9,6114920.0,8.90187,0.1456,7925622.854298241,6.489432912740053,True,47.43,False,47,52,[],"[[10, 39], [1, 26], [25, 6], [33, 13], [12, 35], [15, 23], [16, 41], [9, 17], [21, 33], [7, 25], [30, 39], [31, 25], [4, 34], [13, 5], [20, 20], [33, 27], [14, 3], [12, 2], [33, 19], [18, 23], [5, 2], [13, 33], [31, 32], [30, 12], [36, 2], [24, 38], [14, 14], [34, 29], [6, 22], [22, 40], [44, 26], [26, 3], [2, 35], [8, 10], [39, 42], [30, 20], [45, 1], [6, 41], [2, 28], [16, 33], [2, 1], [23, 27], [39, 13]]"
lightweight_cipher,7,0,0.6,348706.0,3.42481,0.0215,25676.413610989996,27.812321612337186,True,3.45,False,9,15,[],"[[4, 3], [2, 5], [7, 4]]"
lightweight_cipher,7,1,0.9,559899.0,3.73188,0.02285,47744.523860741996,-34.230830888163446,True,5.0,False,14,16,[],"[[12, 2], [6, 7], [8, 6]]"
mkDelayWorker32B,123,4,1.8,13128200.0,7.40944,0.22,21399974.24576,-152.48788191940295,True,69.62,False,90,50,[],"[[47, 4], [27, 20], [22, 15], [2, 24], [18, 27], [47, 11], [20, 12], [1, 34], [42, 42], [46, 30], [21, 27], [42, 9], [27, 9], [28, 29], [38, 18], [1, 19], [44, 9], [32, 35], [26, 11], [35, 4], [10, 43], [31, 6], [35, 25], [32, 14], [26, 21], [12, 36], [40, 35], [25, 4], [11, 6], [42, 18], [9, 16], [46, 1], [10, 13], [37, 10], [33, 23], [43, 41], [27, 36], [11, 35], [10, 26], [22, 24], [42, 2], [40, 28], [34, 20]]"
lightweight_cipher,7,2,1.8,874141.0,3.51347,0.0277,85074.12856577898,-139.18074872374447,True,6.31,False,25,14,[],"[[3, 7], [4, 1], [5, 5]]"
lightweight_cipher,7,4,0.8,455079.0,3.5731,0.02234,36325.795591265996,-2.1277694403514995,True,4.59,False,12,15,[],"[[1, 5], [4, 5], [10, 6]]"
mkDelayWorker32B,123,13,1.6,11113900.0,9.49648,0.1709,18037286.5784048,-112.81316656990977,True,59.62,False,80,50,[],"[[19, 15], [9, 37], [6, 20], [35, 1], [19, 37], [4, 4], [28, 6], [12, 5], [43, 24], [33, 27], [27, 13], [4, 24], [35, 26], [37, 26], [44, 39], [36, 36], [22, 35], [41, 35], [6, 4], [47, 37], [35, 18], [47, 17], [32, 18], [36, 27], [20, 31], [44, 2], [31, 37], [41, 22], [29, 32], [26, 1], [34, 41], [47, 27], [40, 21], [33, 38], [29, 24], [18, 25], [27, 39], [7, 40], [48, 43], [32, 35], [4, 30], [24, 19], [39, 42]]"
mkDelayWorker32B,123,12,1.1,6931160.0,9.02626,0.1509,9440674.04627544,-11.385918808189293,True,62.69,False,55,50,[],"[[34, 14], [42, 21], [5, 5], [35, 20], [35, 42], [38, 11], [14, 39], [37, 19], [37, 3], [46, 35], [33, 20], [19, 13], [24, 41], [1, 43], [32, 43], [47, 10], [9, 27], [17, 16], [16, 31], [37, 26], [25, 24], [4, 36], [12, 34], [11, 32], [22, 20], [13, 24], [27, 30], [31, 17], [41, 14], [4, 7], [18, 8], [43, 24], [11, 22], [47, 17], [20, 42], [40, 16], [19, 42], [26, 40], [10, 15], [47, 3], [3, 22], [9, 9], [28, 21]]"
mkDelayWorker32B,123,14,1.2,9011150.0,9.2287,0.157,13056308.400785,-54.04502902398877,True,47.57,False,60,50,[],"[[24, 39], [39, 1], [7, 29], [20, 30], [8, 23], [25, 2], [44, 20], [3, 35], [46, 24], [35, 26], [4, 43], [45, 35], [44, 11], [21, 40], [12, 14], [6, 3], [38, 40], [46, 32], [42, 33], [11, 12], [34, 30], [23, 34], [9, 40], [43, 39], [8, 38], [34, 13], [12, 1], [31, 43], [4, 25], [28, 34], [29, 29], [23, 12], [33, 41], [27, 9], [16, 20], [18, 34], [21, 14], [23, 27], [1, 23], [22, 30], [10, 29], [29, 20], [40, 35]]"
lightweight_cipher,7,5,1.4,613224.0,3.59104,0.02377,52344.200171059194,-47.162541648361284,True,4.72,False,18,13,[],"[[1, 4], [6, 2], [3, 6]]"
lightweight_cipher,7,3,0.1,4088830.0,3.45329,0.06043,853266.508814801,-2298.906998870073,True,13.8,False,12,120,[],"[[2, 5], [10, 1], [6, 1]]"
lightweight_cipher,7,6,1.8,705920.0,3.52565,0.02604,64809.051121920005,-82.20671351844511,True,4.31,False,23,13,[],"[[7, 3], [2, 6], [12, 2]]"
lightweight_cipher,7,8,1.8,839773.0,3.76914,0.02622,82992.1209768684,-133.32731075900392,True,3.89,False,25,14,[],"[[12, 7], [4, 6], [9, 7]]"
lightweight_cipher,7,9,1.9,639045.0,3.71653,0.02387,56691.9640435995,-59.38601588006252,True,4.21,False,22,12,[],"[[9, 3], [10, 3], [11, 5]]"
lightweight_cipher,7,10,2.0,758539.0,3.64683,0.0247,68326.690699839,-92.09634368181979,True,4.67,False,23,12,[],"[[4, 5], [3, 5], [1, 4]]"
lightweight_cipher,7,7,0.3,1422370.0,3.48038,0.03238,160293.56669742797,-350.6556334414478,True,7.23,False,12,40,[],"[[1, 2], [3, 1], [10, 3]]"
lightweight_cipher,7,11,1.4,678160.0,3.55347,0.02518,60679.298198736,-70.59616383826247,True,5.08,False,19,14,[],"[[8, 4], [9, 7], [7, 3]]"
lightweight_cipher,7,12,1.7,601307.0,3.66412,0.02357,51930.861884078804,-46.0004661428835,True,4.12,False,20,12,[],"[[5, 4], [10, 3], [1, 5]]"
mkDelayWorker32B,123,16,0.9,7892500.0,7.95717,0.1671,10494208.2219975,-23.816055849614493,True,44.66,False,49,54,[],"[[23, 42], [12, 31], [3, 30], [18, 6], [13, 2], [31, 32], [16, 18], [8, 12], [35, 39], [12, 24], [37, 32], [22, 20], [30, 6], [5, 33], [39, 37], [44, 39], [7, 11], [14, 19], [47, 24], [32, 14], [18, 15], [35, 32], [35, 2], [37, 38], [41, 23], [29, 38], [8, 25], [30, 38], [10, 26], [41, 41], [25, 16], [24, 13], [14, 3], [38, 40], [40, 11], [29, 32], [40, 32], [4, 18], [27, 29], [3, 42], [7, 20], [38, 22], [10, 14]]"
lightweight_cipher,7,13,1.1,343196.0,3.45713,0.02135,25331.202552698,28.7828615494716,True,4.12,False,12,11,[],"[[5, 4], [3, 3], [4, 3]]"
mkDelayWorker32B,123,8,1.9,13879700.0,8.35359,0.2047,23734007.6432781,-180.02600612930726,True,85.27,False,95,50,[],"[[42, 38], [32, 40], [36, 26], [39, 1], [37, 5], [39, 28], [35, 24], [13, 15], [30, 30], [1, 39], [19, 1], [15, 33], [5, 29], [7, 43], [4, 14], [10, 33], [45, 39], [4, 32], [46, 33], [41, 30], [32, 1], [8, 19], [17, 38], [18, 42], [39, 41], [9, 27], [41, 36], [20, 17], [1, 18], [16, 4], [16, 42], [2, 22], [13, 38], [12, 23], [7, 21], [8, 41], [48, 31], [28, 43], [3, 30], [44, 29], [37, 17], [31, 19], [2, 43]]"
lightweight_cipher,7,15,1.2,514728.0,3.47927,0.02381,42640.797764613606,-19.88201474943508,True,5.56,False,16,13,[],"[[9, 6], [2, 1], [3, 3]]"
lightweight_cipher,7,17,1.6,522380.0,3.53368,0.0238,43932.98544992,-23.51492199484068,True,3.99,False,19,12,[],"[[12, 5], [10, 5], [11, 5]]"
lightweight_cipher,7,16,0.4,1038360.0,3.59746,0.02981,111354.019840536,-213.06506793384307,True,6.08,False,13,33,[],"[[11, 7], [5, 1], [3, 7]]"
lightweight_cipher,7,14,2.0,991822.0,3.69783,0.02753,100968.72919653781,-183.86745364356452,True,6.73,False,27,14,[],"[[4, 6], [11, 7], [1, 7]]"
lightweight_cipher,7,19,0.9,342235.0,3.41482,0.02158,25219.918511866,29.095729875670457,True,3.93,False,11,12,[],"[[1, 4], [2, 1], [9, 4]]"
lightweight_cipher,7,18,1.6,511521.0,3.40207,0.02342,40756.1924191674,-14.58356121048324,True,5.32,False,17,11,[],"[[1, 4], [6, 2], [3, 1]]"
lightweight_cipher,42,0,0.5,947823.0,3.49453,0.02964,98173.4867187516,-176.0087990799226,True,5.24,False,14,28,[],"[[4, 4], [11, 5], [12, 4]]"
lightweight_cipher,42,2,2.0,459054.0,3.49143,0.02284,36606.9220809048,-2.9181395024544208,True,3.86,False,19,10,[],"[[5, 3], [3, 2], [12, 1]]"
lightweight_cipher,42,1,0.8,352465.0,3.5244,0.02096,26037.091460159998,26.798297731436083,True,4.78,False,10,13,[],"[[2, 1], [1, 3], [6, 1]]"
lightweight_cipher,42,4,1.4,678085.0,3.75918,0.02396,61075.083944388,-71.70889143918096,True,4.84,False,19,14,[],"[[11, 7], [7, 4], [8, 5]]"
lightweight_cipher,42,3,0.4,783532.0,3.48747,0.02683,73314.16475059319,-106.11832425112155,True,5.98,False,11,28,[],"[[2, 3], [3, 5], [9, 5]]"
lightweight_cipher,42,5,0.3,1426580.0,3.49256,0.0342,170398.63557216,-379.06542123603737,True,8.02,False,13,43,[],"[[8, 4], [9, 3], [11, 7]]"
lightweight_cipher,42,6,0.2,2564080.0,3.68774,0.04457,421438.783100944,-1084.849558645427,True,7.8,False,14,70,[],"[[7, 2], [12, 6], [2, 3]]"
lightweight_cipher,42,7,2.0,911968.0,3.4837,0.02883,91593.570829728,-157.50976493866682,True,5.56,False,27,14,[],"[[3, 6], [12, 7], [10, 1]]"
