circuit,aspect_ratio,planned_core_w,planned_core_h,grid_w,grid_h,area_mwta,delay_ns,power_w,adp,adp_reduction_pct_vs_baseline,vtr_success,vtr_seconds,dsp_coords,bram_coords,note
lightweight_cipher,0.5,9,18,10,20,507503.0,3.43506,0.02376,41420.8853430768,-16.452305021230615,True,2.82,[],"[[2, 1], [2, 7], [2, 13]]",
lightweight_cipher,0.7,10,14,12,17,543466.0,3.44376,0.02404,44992.4579907264,-26.493564736580783,True,2.57,[],"[[2, 1], [2, 7], [10, 1]]",
lightweight_cipher,0.6,10,16,12,20,601205.0,3.47595,0.02482,51867.806460194995,-45.8231896459052,True,3.58,[],"[[2, 1], [2, 7], [10, 1]]",
mkDelayWorker32B,2.0,66,33,68,34,5742390.0,8.17476,0.1507,7074258.87351348,16.53426220936436,True,27.69,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [42, 1], [42, 7], [42, 13], [42, 19], [42, 25], [50, 1], [50, 7], [50, 13], [50, 19], [50, 25], [58, 1], [58, 7], [58, 13], [58, 19], [58, 25], [66, 1], [66, 7], [66, 13]]",
lightweight_cipher,0.8,10,12,12,15,455220.0,3.59406,0.02218,36288.431689175995,-2.0227230974998385,True,3.22,[],"[[2, 1], [2, 7], [10, 1]]",
lightweight_cipher,0.9,11,12,13,14,442405.0,3.71144,0.02168,35597.684414176,-0.08072906008054884,True,3.18,[],"[[2, 1], [2, 7], [10, 1]]",
mkDelayWorker32B,1.2,50,42,53,44,6898480.0,7.8655,0.159,8627339.11596,-1.7897757713770692,True,40.7,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [42, 1], [42, 7], [42, 13], [42, 19], [42, 25], [42, 31], [42, 37], [50, 1]]",
mkDelayWorker32B,1.9,66,35,68,36,6619080.0,7.84157,0.1598,8294255.86906488,2.1401113651950334,True,29.84,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [42, 1], [42, 7], [42, 13], [42, 19], [42, 25], [50, 1], [50, 7], [50, 13], [50, 19], [50, 25], [58, 1], [58, 7], [58, 13], [58, 19], [58, 25], [66, 1], [66, 7], [66, 13]]",
lightweight_cipher,1.0,12,12,14,14,481570.0,3.70191,0.02214,39469.615603218,-10.966428583712265,True,3.18,[],"[[2, 1], [2, 7], [10, 1]]",
mkDelayWorker32B,1.8,65,36,68,38,7338150.0,7.49757,0.1699,9347608.03090545,-10.287878183018762,True,31.55,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [42, 1], [42, 7], [42, 13], [42, 19], [42, 25], [42, 31], [50, 1], [50, 7], [50, 13], [50, 19], [50, 25], [50, 31], [58, 1]]",
lightweight_cipher,1.1,13,12,15,14,498347.0,3.59635,0.02311,41418.4406950295,-16.445432041628283,True,3.33,[],"[[2, 1], [2, 7], [10, 1]]",
lightweight_cipher,1.2,14,12,17,14,599504.0,3.62808,0.02381,51787.90412593921,-45.59854908297194,True,3.27,[],"[[2, 1], [2, 7], [10, 1]]",
lightweight_cipher,1.3,16,12,18,14,638669.0,3.62919,0.02425,56207.8903416675,-58.02507204887124,True,2.97,[],"[[2, 1], [2, 7], [10, 1]]",
lightweight_cipher,1.6,18,11,20,13,658969.0,3.57361,0.02486,58542.7694531174,-64.58944295070445,True,2.97,[],"[[2, 1], [10, 1], [18, 1]]",
lightweight_cipher,1.7,19,11,20,12,552545.0,3.48702,0.02452,47243.553623868,-32.822383474550655,True,2.77,[],"[[2, 1], [10, 1], [18, 1]]",
lightweight_cipher,1.4,17,12,19,14,677943.0,3.43329,0.02579,60028.1572505013,-68.76552058456113,True,3.28,[],"[[2, 1], [2, 7], [10, 1]]",
lightweight_cipher,1.5,18,12,21,14,756592.0,3.72508,0.02492,70233.6739258112,-97.45771127360167,True,3.43,[],"[[2, 1], [2, 7], [10, 1]]",
lightweight_cipher,1.8,18,10,20,11,519909.0,3.39128,0.02438,42985.767502017596,-20.8518762275403,True,2.94,[],"[[2, 1], [10, 1], [18, 1]]",
lightweight_cipher,1.9,19,10,20,11,519909.0,3.39128,0.02438,42985.767502017596,-20.8518762275403,True,2.87,[],"[[2, 1], [10, 1], [18, 1]]",
lightweight_cipher,2.0,18,9,20,10,485471.0,3.59642,0.02261,39476.101648470205,-10.984663706255764,True,3.13,[],"[[2, 1], [10, 1], [18, 1]]",
reduction_layer,0.3,20,66,21,70,9214050.0,7.57497,0.1374,9589991.3299359,17.49973712703505,True,89.23,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [2, 49], [2, 55], [2, 61], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [10, 49], [10, 55], [10, 61], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [18, 49], [18, 55]]",
reduction_layer,0.5,26,51,28,56,9235830.0,7.09956,0.1438,9429013.343964241,18.884589907659112,True,116.73,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43]]",
reduction_layer,0.2,18,88,20,100,13554400.0,7.40522,0.1623,16290588.857006399,-40.14380376581681,True,143.42,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [2, 49], [2, 55], [2, 61], [2, 67], [2, 73], [2, 79], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [10, 49], [10, 55], [10, 61], [10, 67], [10, 73], [10, 79], [18, 1], [18, 7], [18, 13], [18, 19]]",
reduction_layer,0.9,38,42,40,44,10011000.0,7.62722,0.1439,10987642.706538001,5.47609685381644,True,171.16,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [34, 1], [34, 7], [34, 13], [34, 19]]",
reduction_layer,0.6,29,48,30,50,8419140.0,7.16512,0.1399,8439348.36071232,27.39842672621625,True,173.36,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43]]",
reduction_layer,0.1,10,96,12,120,10764400.0,8.53375,0.1322,12143984.3417,-4.471616922944267,True,200.33,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [2, 49], [2, 55], [2, 61], [2, 67], [2, 73], [2, 79], [2, 85], [2, 91], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [10, 49], [10, 55], [10, 61], [10, 67], [10, 73], [10, 79], [10, 85], [10, 91]]",
reduction_layer,0.8,34,42,36,45,9961610.0,6.98061,0.153,10639331.5004613,8.472529809206746,True,208.64,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [34, 1], [34, 7], [34, 13], [34, 19]]",
reduction_layer,0.4,26,64,28,70,11690300.0,7.61593,0.1515,13488424.7315685,-16.037496574466754,True,220.25,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [2, 49], [2, 55], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [10, 49], [10, 55], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [18, 49], [18, 55], [26, 1], [26, 7]]",
reduction_layer,0.7,34,48,35,50,10423300.0,7.36153,0.1484,11386945.0503116,2.0410000749194377,True,235.97,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43]]",
reduction_layer,1.0,42,42,44,44,11616900.0,6.67123,0.1658,12849336.1542846,-10.539579651388225,True,239.41,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [34, 1], [34, 7], [34, 13], [34, 19]]",
reduction_layer,1.5,50,33,52,35,11723900.0,6.85416,0.164,13178627.773536002,-13.372391925712412,True,115.03,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [42, 1], [42, 7], [42, 13], [42, 19], [42, 25], [50, 1], [50, 7]]",
reduction_layer,1.2,43,36,45,38,9706670.0,7.25839,0.148,10427309.876272399,10.296498061997053,True,203.09,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [42, 1], [42, 7]]",
reduction_layer,1.1,42,38,44,40,10887900.0,7.0948,0.1559,12042881.028228002,-3.6018507623920186,True,254.44,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [42, 1], [42, 7]]",
reduction_layer,1.3,47,36,49,38,11338200.0,7.51619,0.1515,12910839.916887,-11.06868092038889,True,237.87,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [42, 1], [42, 7]]",
reduction_layer,1.4,50,36,53,38,12102600.0,7.56524,0.1542,14118409.1528208,-21.457092752509883,True,212.7,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [42, 1], [42, 7]]",
reduction_layer,1.6,50,31,52,33,10793800.0,7.59047,0.1485,12166607.240270998,-4.666235980964646,True,214.21,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [42, 1], [42, 7], [42, 13], [42, 19], [42, 25], [50, 1], [50, 7]]",
reduction_layer,1.8,54,30,57,32,10874200.0,6.78644,0.1605,11844435.488604002,-1.8946741214870877,True,228.57,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [42, 1], [42, 7], [42, 13], [42, 19], [42, 25], [50, 1], [50, 7]]",
reduction_layer,1.7,51,30,54,32,10031100.0,7.19643,0.1508,10885966.8331284,6.35078860227983,True,249.17,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [42, 1], [42, 7], [42, 13], [42, 19], [42, 25], [50, 1], [50, 7]]",
arm_core,0.3,18,59,20,67,10819700.0,19.3195,0.06547,13685272.2810005,-19.32914040450837,True,122.51,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [2, 49], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [10, 49], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31]]",
arm_core,0.1,10,102,12,120,12768800.0,23.3196,0.06659,19828058.7116832,-72.89135015896825,True,195.59,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [2, 49], [2, 55], [2, 61], [2, 67], [2, 73], [2, 79], [2, 85], [2, 91], [2, 97], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37]]",
arm_core,0.2,15,73,16,80,11325300.0,20.7257,0.06488,15228943.091224799,-32.78922414046234,True,165.72,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [2, 49], [2, 55], [2, 61], [2, 67], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [10, 49], [10, 55], [10, 61], [10, 67]]",
arm_core,0.6,26,43,28,47,9557560.0,19.1364,0.06305,11531674.2091512,-0.5507776935695955,True,107.04,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [26, 1], [26, 7], [26, 13]]",
arm_core,0.5,24,48,25,50,9628810.0,19.2306,0.06194,11469293.13471684,-0.006844051847601095,True,136.97,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43]]",
reduction_layer,2.0,58,29,60,30,10457500.0,7.05824,0.156,11514600.9888,0.9428084165273539,True,294.94,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13], [26, 19], [34, 1], [34, 7], [34, 13], [34, 19], [42, 1], [42, 7], [42, 13], [42, 19], [50, 1], [50, 7], [50, 13], [50, 19], [58, 1], [58, 7], [58, 13], [58, 19]]",
reduction_layer,1.9,57,30,60,32,10945800.0,7.08912,0.1569,12174826.473302402,-4.736943957893491,True,307.64,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [42, 1], [42, 7], [42, 13], [42, 19], [42, 25], [50, 1], [50, 7]]",
arm_core,0.4,20,51,22,55,9481890.0,20.2212,0.0608,11657499.7993344,-1.6479176853179769,True,174.43,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43]]",
arm_core,0.8,29,36,31,39,8748080.0,19.5695,0.05972,10223798.3391632,10.853285018294592,True,114.25,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31]]",
arm_core,0.7,27,38,29,41,9159300.0,19.5673,0.06037,10819678.6786293,5.657488600626401,True,142.69,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31]]",
arm_core,0.9,32,36,34,38,9396210.0,19.5072,0.06229,11417367.544980481,0.4459226787668307,True,133.62,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31]]",
arm_core,1.1,34,31,36,33,9372710.0,18.8173,0.06238,11001904.201181538,4.068567714038728,True,130.66,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [34, 1], [34, 7], [34, 13], [34, 19]]",
arm_core,1.2,36,30,38,32,8803600.0,18.9887,0.06051,10115391.308053201,11.798543363948447,True,111.06,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [34, 1], [34, 7], [34, 13], [34, 19]]",
arm_core,1.0,34,34,36,36,9876390.0,19.5419,0.06326,12209396.71237566,-6.460199302582269,True,159.75,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [34, 1], [34, 7], [34, 13], [34, 19]]",
arm_core,1.3,39,30,41,32,10004100.0,19.6376,0.06319,12414087.129770398,-8.245003510728319,True,149.05,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [34, 1], [34, 7], [34, 13], [34, 19]]",
arm_core,1.5,42,28,44,29,9870910.0,18.3657,0.06386,11576934.93031782,-0.9454299036245682,True,130.8,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13], [26, 19], [34, 1], [34, 7], [34, 13], [34, 19], [42, 1], [42, 7], [42, 13], [42, 19]]",
arm_core,1.8,43,24,46,26,9551820.0,19.9424,0.06151,11716807.09498368,-2.165049421116172,True,111.16,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13], [26, 19], [34, 1], [34, 7], [34, 13], [34, 19], [42, 1], [42, 7], [42, 13], [42, 19]]",
arm_core,1.6,42,26,44,28,9607560.0,19.6774,0.06163,11651262.50450472,-1.5935314067556956,True,153.63,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13], [26, 19], [34, 1], [34, 7], [34, 13], [34, 19], [42, 1], [42, 7], [42, 13], [42, 19]]",
arm_core,1.7,42,25,45,26,9195360.0,19.4174,0.06085,10864766.4816144,5.264344155819893,True,138.58,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13], [26, 19], [34, 1], [34, 7], [34, 13], [34, 19], [42, 1], [42, 7], [42, 13], [42, 19]]",
arm_core,1.4,42,30,45,32,10339100.0,18.701,0.06597,12755399.055327,-11.221083039889086,True,185.41,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [34, 1], [34, 7], [34, 13], [34, 19]]",
arm_core,1.9,46,24,49,26,9661230.0,19.6774,0.062,11786689.006524,-2.7743868360178396,True,164.96,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13], [26, 19], [34, 1], [34, 7], [34, 13], [34, 19], [42, 1], [42, 7], [42, 13], [42, 19]]",
arm_core,2.0,48,24,51,26,10500900.0,20.1116,0.06374,13461244.2540456,-17.375721332228725,True,173.3,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13], [26, 19], [34, 1], [34, 7], [34, 13], [34, 19], [42, 1], [42, 7], [42, 13], [42, 19]]",
softmax,0.2,16,79,18,90,9447230.0,6.74125,0.0744,4738248.759269999,-32.40790547576663,True,223.02,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29]]",[],
softmax,0.4,23,57,24,60,7490960.0,6.24273,0.06934,3242618.583580272,9.386704514262634,True,194.15,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29]]",[],
softmax,0.1,12,115,13,130,13229400.0,7.8764,0.07994,8329751.6900304,-132.77059319698427,True,243.09,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29]]",[],
softmax,0.3,20,65,21,70,8241400.0,6.37826,0.07093,3728491.6240065205,-4.190765745001178,True,205.75,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29]]",[],
softmax,0.5,26,51,27,54,7314050.0,6.13752,0.07183,3224457.9054454803,9.894195251033864,True,198.85,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29]]",[],
softmax,0.6,28,46,30,50,7734110.0,6.24715,0.07331,3542056.6109533156,1.019064054970161,True,195.42,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29]]",[],
softmax,0.7,30,43,32,46,7592810.0,6.32444,0.07228,3470905.207858192,3.0073531326712604,True,193.8,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29]]",[],
softmax,0.8,32,40,34,43,7544400.0,6.39707,0.07148,3449771.68482384,3.597918479167233,True,192.68,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29]]",[],
softmax,0.9,34,38,36,40,7687930.0,6.27094,0.07241,3490925.762881622,2.447889100326288,True,210.52,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29]]",[],
softmax,1.0,36,36,38,38,7710950.0,6.21792,0.07223,3463144.65227952,3.2242178355828335,True,229.89,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29]]",[],
softmax,1.1,38,35,40,36,7429280.0,6.28099,0.07106,3315889.3644944318,7.339190522001834,True,196.55,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29]]",[],
softmax,1.2,40,33,42,35,7588870.0,6.25158,0.07211,3421073.4769218056,4.399875023087034,True,201.16,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29]]",[],
softmax,1.4,42,30,45,32,7244440.0,6.2301,0.07054,3183723.1313277604,11.032507398618687,True,200.32,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [14, 1]]",[],
softmax,1.3,42,32,44,34,7726200.0,6.08128,0.07428,3490059.58161408,2.4720940868570693,True,214.56,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29]]",[],
softmax,1.6,45,28,48,30,7414870.0,6.41984,0.07003,3333587.5998266237,6.844622509639018,True,190.31,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [14, 1]]",[],
softmax,1.5,44,29,46,31,7344250.0,6.14033,0.07105,3204079.226707625,10.46366686494268,True,205.67,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [14, 1]]",[],
softmax,1.7,48,28,51,30,7893660.0,6.44086,0.0726,3691126.2195957596,-3.146608887342643,True,211.76,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [14, 1]]",[],
softmax,1.8,49,27,51,28,7756210.0,6.46068,0.07083,3549318.9819789245,0.8161208611567338,True,205.64,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [14, 1], [14, 5]]",[],
