circuit,aspect_ratio,planned_core_w,planned_core_h,grid_w,grid_h,area_mwta,delay_ns,power_w,adp,adp_reduction_pct_vs_baseline,vtr_success,vtr_seconds,dsp_coords,bram_coords,note
mkSMAdapter4B,0.3,9,30,10,33,1251740.0,5.33316,0.02954,197201.055290736,-8.931522182484287,True,9.98,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25]]",
mkSMAdapter4B,0.5,10,19,12,24,944515.0,5.05329,0.02948,140705.33386423797,22.27604373400059,True,8.93,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]",
mkSMAdapter4B,0.6,11,18,13,22,977581.0,5.21351,0.02901,147853.1875431831,18.327654206179737,True,8.58,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]",
mkSMAdapter4B,0.7,13,18,14,20,867555.0,5.19657,0.02846,128306.51074952101,29.125006449571504,True,8.98,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]",
mkSMAdapter4B,0.1,5,46,6,60,1543610.0,5.4394,0.03034,254744.11317955996,-40.71762432896135,True,12.59,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25]]",
mkSMAdapter4B,0.8,14,18,16,20,1009220.0,5.39272,0.02892,157395.390203328,13.056654721867321,True,9.48,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]",
mkSMAdapter4B,0.9,16,18,18,20,1150890.0,5.3894,0.0299,185457.9363234,-2.444762654772946,True,10.03,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]",
mkSMAdapter4B,1.0,18,18,20,20,1187150.0,5.23093,0.03171,196915.883004645,-8.773996396618928,True,11.14,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7]]",
mkSMAdapter4B,1.1,18,16,20,18,1056600.0,5.32403,0.0303,170448.71396939998,5.846153615356163,True,9.63,[],"[[2, 1], [2, 7], [10, 1], [10, 7], [18, 1]]",
mkSMAdapter4B,1.3,18,14,20,15,1035580.0,5.3894,0.02868,160067.52115536,11.5806013019369,True,9.13,[],"[[2, 1], [2, 7], [10, 1], [10, 7], [18, 1]]",
mkSMAdapter4B,1.4,18,13,20,14,894139.0,5.23063,0.02847,133151.6356024179,26.44861699206014,True,8.38,[],"[[2, 1], [2, 7], [10, 1], [10, 7], [18, 1]]",
mkSMAdapter4B,1.2,18,15,20,17,1149030.0,5.38829,0.0298,184500.94438926,-1.9161316697686372,True,10.79,[],"[[2, 1], [2, 7], [10, 1], [10, 7], [18, 1]]",
mkSMAdapter4B,1.5,18,12,21,14,974710.0,5.09851,0.02979,148043.451039759,18.22255490908308,True,9.13,[],"[[2, 1], [2, 7], [10, 1], [10, 7], [18, 1]]",
mkSMAdapter4B,1.8,22,12,25,14,1142410.0,5.09017,0.03122,181546.20784483402,-0.28397027510466183,True,8.63,[],"[[2, 1], [2, 7], [10, 1], [10, 7], [18, 1]]",
mkSMAdapter4B,1.7,20,12,23,14,1011830.0,5.10617,0.03018,155927.26341139796,13.867630535186606,True,9.28,[],"[[2, 1], [2, 7], [10, 1], [10, 7], [18, 1]]",
mkSMAdapter4B,1.6,19,12,22,14,1025760.0,5.39763,0.02868,158791.78017158402,12.285305478435427,True,9.93,[],"[[2, 1], [2, 7], [10, 1], [10, 7], [18, 1]]",
mkSMAdapter4B,1.9,23,12,26,14,1230430.0,5.2428,0.03103,200171.37747612,-10.572292900213208,True,9.33,[],"[[2, 1], [2, 7], [10, 1], [10, 7], [18, 1]]",
mkSMAdapter4B,2.0,24,12,27,14,1241560.0,5.22479,0.03119,202326.10759615595,-11.762540242053833,True,8.78,[],"[[2, 1], [2, 7], [10, 1], [10, 7], [18, 1]]",
or1200,0.2,8,38,9,45,2695030.0,14.1637,0.0195,744346.1300145,33.23994916118983,True,25.17,"[[6, 1]]","[[2, 1], [2, 7]]",
or1200,0.1,6,55,8,80,4518700.0,14.5686,0.02538,1670794.1509716,-49.85273377840742,True,28.12,"[[6, 1]]","[[2, 1], [2, 7]]",
or1200,0.4,11,27,15,38,3197060.0,13.9809,0.02234,998548.3192803599,10.440675551216112,True,26.87,"[[6, 1]]","[[2, 1], [2, 7]]",
or1200,0.7,14,20,22,31,3736380.0,13.847,0.02494,1290337.0872684,-15.72972045083723,True,25.82,"[[6, 1]]","[[2, 1], [2, 7]]",
or1200,0.3,9,29,13,43,3292140.0,14.0968,0.0224,1039553.5170048,6.762938844657618,True,28.03,"[[6, 1]]","[[2, 1], [2, 7]]",
or1200,0.5,12,23,18,36,3598020.0,13.9661,0.0241,1211032.4016402,-8.61692086633297,True,27.78,"[[6, 1]]","[[2, 1], [2, 7]]",
or1200,0.9,16,18,25,28,3846530.0,13.8285,0.02546,1354261.7030733,-21.463088878376972,True,28.57,"[[6, 1]]","[[2, 1], [2, 7]]",
or1200,0.6,13,21,20,33,3601750.0,14.0472,0.0242,1224386.96292,-9.814685124141482,True,32.84,"[[6, 1]]","[[2, 1], [2, 7]]",
or1200,1.0,17,17,27,27,4016090.0,13.7632,0.02617,1446527.1195689598,-29.73833025807523,True,31.24,"[[6, 1]]","[[2, 1], [2, 7]]",
or1200,0.8,15,19,24,30,3802890.0,13.8298,0.02564,1348489.85624808,-20.945414678233014,True,35.64,"[[6, 1]]","[[2, 1], [2, 7]]",
or1200,1.1,18,16,28,25,3930710.0,13.6858,0.02586,1391136.3963394803,-24.770362602051435,True,25.91,"[[6, 1]]","[[2, 1], [2, 7]]",
or1200,1.3,20,15,30,23,3785360.0,13.7159,0.02531,1314085.56255944,-17.85970991923572,True,24.68,"[[6, 1]]","[[2, 1], [2, 7]]",
or1200,1.4,20,14,31,22,3818310.0,13.7349,0.02535,1329458.0875816501,-19.238464386574233,True,24.83,"[[6, 1]]","[[2, 1], [2, 7]]",
or1200,1.2,18,15,29,24,3905720.0,14.3374,0.02514,1407786.44998992,-26.263698005233582,True,26.53,"[[6, 1]]","[[2, 1], [2, 7]]",
or1200,1.5,21,14,32,21,3755830.0,14.0102,0.02483,1306552.84864078,-17.18410438588773,True,28.23,"[[6, 1]]","[[2, 1], [2, 7]]",
or1200,1.6,21,13,33,21,3975200.0,13.5815,0.02585,1395620.27198,-25.172519278422094,True,28.23,"[[6, 1]]","[[2, 1], [2, 7]]",
mkPktMerge,0.1,9,90,10,100,2461200.0,5.73094,0.07531,1062246.7613536802,-41.56444190791613,True,6.63,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [2, 49], [2, 55], [2, 61], [2, 67], [2, 73], [2, 79], [2, 85]]",
mkPktMerge,0.2,10,48,12,60,1775820.0,5.00363,0.07615,676634.34515559,9.82569499613045,True,5.27,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37]]",
mkPktMerge,0.3,14,48,15,50,1894360.0,4.31839,0.08893,727499.448985972,3.0469593027779984,True,5.83,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37]]",
mkPktMerge,0.4,18,44,20,50,2963220.0,4.0505,0.1041,1249462.603701,-66.51448854721525,True,7.13,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [18, 1]]",
mkPktMerge,0.5,18,35,20,40,2059190.0,4.26426,0.09246,811884.006457524,-8.198876616630665,True,5.53,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25]]",
mkPktMerge,0.6,18,30,20,33,1672060.0,4.46954,0.0841,628507.81430684,16.239464120627677,True,5.53,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25]]",
mkPktMerge,0.7,21,30,23,33,1955450.0,4.12209,0.09425,759705.978929625,-1.245169045491722,True,5.47,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25]]",
or1200,1.8,22,12,34,19,3593470.0,14.3831,0.02416,1248715.3587051202,-11.99668738619351,True,29.63,"[[6, 1]]","[[2, 1], [2, 7]]",
mkPktMerge,0.9,26,29,28,31,2175730.0,4.28419,0.09394,875637.3521752779,-16.695213941109714,True,6.43,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]",
or1200,2.0,24,12,35,18,3580680.0,14.0146,0.0239,1199344.9704792,-7.568680716997787,True,27.63,"[[6, 1]]","[[2, 1], [2, 7]]",
mkPktMerge,0.8,24,30,26,33,2063490.0,3.98103,0.1003,823946.00414841,-9.806365604621393,True,7.93,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25]]",
mkPktMerge,1.1,26,24,29,26,2033360.0,4.37581,0.08934,794911.3179097441,-5.9369453315859255,True,5.58,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]",
mkPktMerge,1.0,26,26,28,28,2028020.0,4.24581,0.09246,796134.9291446519,-6.100014637027938,True,5.93,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]",
or1200,1.7,22,13,34,20,3892080.0,13.7358,0.02537,1356301.3196116798,-21.646021116892488,True,35.85,"[[6, 1]]","[[2, 1], [2, 7]]",
mkPktMerge,1.2,29,24,31,26,2186030.0,4.54085,0.08834,876901.20831467,-16.863646640115483,True,6.38,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]",
mkPktMerge,1.3,31,24,34,26,2415190.0,4.70184,0.08808,1000222.118520768,-33.29848689009185,True,6.48,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]",
or1200,1.9,23,12,35,18,3580680.0,14.0146,0.0239,1199344.9704792,-7.568680716997787,True,32.74,"[[6, 1]]","[[2, 1], [2, 7]]",
mkPktMerge,1.4,34,24,36,26,2567970.0,4.11988,0.1005,1063262.6884818,-41.699833383930724,True,6.58,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [10, 1], [10, 7], [10, 13], [10, 19], [18, 1], [18, 7], [18, 13], [18, 19], [26, 1], [26, 7], [26, 13]]",
mkPktMerge,1.6,34,21,36,23,2061990.0,4.55414,0.08806,826935.4556651161,-10.204766476217324,True,5.53,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7], [10, 13], [18, 1], [18, 7], [18, 13], [26, 1], [26, 7], [26, 13], [34, 1], [34, 7], [34, 13]]",
mkPktMerge,1.7,34,20,36,21,1941270.0,4.25731,0.09105,752490.7541258851,-0.2836040779695383,True,5.52,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7], [10, 13], [18, 1], [18, 7], [18, 13], [26, 1], [26, 7], [26, 13], [34, 1], [34, 7], [34, 13]]",
mkPktMerge,1.5,34,23,36,24,2249130.0,5.12171,0.08034,925467.922132182,-23.33607845823274,True,6.48,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7], [10, 13], [18, 1], [18, 7], [18, 13], [26, 1], [26, 7], [26, 13], [34, 1], [34, 7], [34, 13]]",
custom_macbuf,0.2,6,28,8,40,886759.0,13.6772,0.008464,102654.60996878718,-130.66787617512594,True,2.73,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]",
custom_macbuf,0.3,6,19,8,27,559760.0,13.4886,0.006919,52241.070474383996,-17.38719555902283,True,2.07,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]",
mkPktMerge,1.8,34,19,36,20,2010240.0,4.49168,0.08646,780678.0162846718,-4.04008908841635,True,5.27,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7], [10, 13], [18, 1], [18, 7], [18, 13], [26, 1], [26, 7], [26, 13], [34, 1], [34, 7], [34, 13]]",
custom_macbuf,0.1,6,55,8,80,1747130.0,13.7348,0.01303,312674.14904572,-602.5878517990644,True,3.62,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]",
mkPktMerge,1.9,34,18,38,20,2132250.0,4.41971,0.08945,842970.238618875,-12.341704128134214,True,5.42,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7], [10, 13], [18, 1], [18, 7], [18, 13], [26, 1], [26, 7], [26, 13], [34, 1], [34, 7], [34, 13]]",
custom_macbuf,0.5,6,12,8,16,313186.0,13.6276,0.005582,23823.8282645552,46.46716918200951,True,1.62,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]",
custom_macbuf,0.4,6,14,8,20,402817.0,13.5296,0.006054,32994.0147548928,25.86149504327217,True,2.22,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]",
custom_macbuf,0.6,7,12,9,15,297919.0,14.0336,0.005514,23053.3506962976,48.198454551118544,True,2.12,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]",
custom_macbuf,0.7,8,12,10,14,312678.0,13.8049,0.005683,24530.604271662596,44.879023062311916,True,1.97,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]",
mkPktMerge,2.0,36,18,39,20,2192780.0,4.26094,0.09307,869581.304508524,-15.888131218617607,True,5.98,[],"[[2, 1], [2, 7], [2, 13], [10, 1], [10, 7], [10, 13], [18, 1], [18, 7], [18, 13], [26, 1], [26, 7], [26, 13], [34, 1], [34, 7], [34, 13]]",
custom_macbuf,0.8,10,12,11,14,350243.0,13.7912,0.005983,28899.512958152798,35.061958945832664,True,1.77,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]",
custom_macbuf,0.9,11,12,13,14,425479.0,14.1379,0.006341,38143.521752548106,14.290403955796748,True,1.97,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]",
custom_macbuf,1.1,13,12,15,14,500498.0,13.755,0.006894,47460.70883106,-6.645584754112495,True,2.12,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]",
custom_macbuf,1.2,14,12,17,14,575733.0,14.1224,0.007225,58744.53667122,-32.00067210778194,True,2.02,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]",
custom_macbuf,1.0,12,12,14,14,505734.0,13.9859,0.006684,47276.9021866104,-6.232565910487672,True,2.37,"[[6, 1], [6, 5], [6, 9]]","[[2, 1]]",
custom_macbuf,1.4,14,10,16,11,407642.0,13.6037,0.006473,35895.629724264196,19.341482326197298,True,2.12,"[[6, 1], [6, 5], [14, 1]]","[[2, 1]]",
custom_macbuf,1.5,14,9,16,11,407642.0,13.6037,0.006473,35895.629724264196,19.341482326197298,True,1.97,"[[6, 1], [6, 5], [14, 1]]","[[2, 1]]",
custom_macbuf,1.3,14,11,16,12,510366.0,14.1042,0.00666,47940.70555375201,-7.724151265914067,True,2.57,"[[6, 1], [6, 5], [14, 1]]","[[2, 1]]",
custom_macbuf,1.6,14,9,16,10,411929.0,13.7262,0.006239,35276.6775805122,20.732285686092432,True,2.17,"[[6, 1], [6, 5], [14, 1]]","[[2, 1]]",
custom_macbuf,1.8,14,8,18,10,415584.0,13.9931,0.00635,36927.20878704,17.023494350892808,True,2.07,"[[6, 1], [6, 5], [14, 1]]","[[2, 1]]",
custom_macbuf,1.7,14,8,17,10,407543.0,13.3804,0.006416,34987.0148997952,21.38316610333332,True,2.28,"[[6, 1], [6, 5], [14, 1]]","[[2, 1]]",
custom_macbuf,1.9,15,8,19,10,461231.0,14.1874,0.006482,42416.060444690804,4.689886002513739,True,2.52,"[[6, 1], [6, 5], [14, 1]]","[[2, 1]]",
custom_macbuf,2.0,16,8,19,10,461231.0,14.1874,0.006482,42416.060444690804,4.689886002513739,True,2.67,"[[6, 1], [6, 5], [14, 1]]","[[2, 1]]",
mkDelayWorker32B,0.1,13,132,14,140,4786340.0,8.03645,0.1375,5288962.537787501,37.59810486773739,True,23.06,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [2, 49], [2, 55], [2, 61], [2, 67], [2, 73], [2, 79], [2, 85], [2, 91], [2, 97], [2, 103], [2, 109], [2, 115], [2, 121], [2, 127], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [10, 49], [10, 55], [10, 61], [10, 67], [10, 73], [10, 79], [10, 85], [10, 91], [10, 97], [10, 103], [10, 109], [10, 115], [10, 121]]",
mkDelayWorker32B,0.2,18,90,20,100,5718770.0,7.21893,0.1551,6403055.389027109,24.45346548450213,True,25.82,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [2, 49], [2, 55], [2, 61], [2, 67], [2, 73], [2, 79], [2, 85], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [10, 49], [10, 55], [10, 61], [10, 67], [10, 73], [10, 79], [10, 85], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [18, 49], [18, 55], [18, 61], [18, 67], [18, 73]]",
mkDelayWorker32B,0.4,26,66,28,70,5895350.0,6.97939,0.1644,6764393.6599206,20.19021106996034,True,29.2,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [2, 49], [2, 55], [2, 61], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [10, 49], [10, 55], [10, 61], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [18, 49], [18, 55], [18, 61], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [26, 49], [26, 55]]",
mkDelayWorker32B,0.7,38,54,39,56,5417330.0,7.09735,0.1661,6386326.923240549,24.65083651148113,True,30.95,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [2, 49], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [10, 49], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [18, 49], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [26, 49], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37]]",
mkDelayWorker32B,0.9,43,48,45,50,6348410.0,7.39512,0.1649,7741602.14489208,8.660603710128909,True,30.39,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]",
mkDelayWorker32B,0.6,34,56,36,60,6342760.0,7.59696,0.1582,7622976.79231872,10.060206516619399,True,32.24,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [2, 49], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [10, 49], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [18, 49], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [26, 49], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37]]",
mkDelayWorker32B,0.8,42,52,44,55,6048740.0,8.11882,0.1538,7552907.491909839,10.886920093217185,True,32.05,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]",
mkDelayWorker32B,0.3,26,85,28,93,6474300.0,7.41841,0.1684,8088085.5977292,4.5726140648003035,True,35.79,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [2, 49], [2, 55], [2, 61], [2, 67], [2, 73], [2, 79], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [10, 49], [10, 55], [10, 61], [10, 67], [10, 73], [10, 79], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [18, 49], [18, 55], [18, 61], [18, 67], [18, 73], [18, 79], [26, 1]]",
mkDelayWorker32B,1.0,48,48,50,50,7102470.0,6.93198,0.1798,8852305.56230988,-4.444045392896367,True,35.1,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [34, 43], [42, 1], [42, 7], [42, 13]]",
mkDelayWorker32B,0.5,33,66,34,68,5742790.0,7.32051,0.1643,6907196.9116424695,18.505344997488223,True,37.79,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [2, 43], [2, 49], [2, 55], [2, 61], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [10, 43], [10, 49], [10, 55], [10, 61], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [18, 43], [18, 49], [18, 55], [18, 61], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [26, 43], [26, 49], [26, 55]]",
mkDelayWorker32B,1.1,50,45,52,47,6114680.0,7.50164,0.166,7614441.260483201,10.160913102966482,True,32.64,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [42, 1], [42, 7], [42, 13], [42, 19], [42, 25], [42, 31], [42, 37], [50, 1]]",
lightweight_cipher,0.1,3,26,4,40,527701.0,3.87896,0.01941,39730.932087333604,-11.701104017693352,True,3.32,[],"[[2, 1], [2, 7], [2, 13]]",
mkDelayWorker32B,1.3,55,42,57,44,7452520.0,7.40244,0.1709,9428011.61422992,-11.236520934602812,True,30.28,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [42, 1], [42, 7], [42, 13], [42, 19], [42, 25], [42, 31], [42, 37], [50, 1]]",
mkDelayWorker32B,1.6,58,36,60,38,6428450.0,7.90757,0.1559,7924929.923337351,6.497608467935703,True,28.93,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [42, 1], [42, 7], [42, 13], [42, 19], [42, 25], [42, 31], [50, 1], [50, 7], [50, 13], [50, 19], [50, 25], [50, 31], [58, 1]]",
lightweight_cipher,0.2,4,18,5,25,358782.0,3.80081,0.01886,25718.669345101196,27.693522180677142,True,3.08,[],"[[2, 1], [2, 7], [2, 13]]",
lightweight_cipher,0.3,5,18,6,20,324142.0,3.29827,0.02151,22996.5095166534,35.346709311597024,True,2.37,[],"[[2, 1], [2, 7], [2, 13]]",
mkDelayWorker32B,1.5,58,39,60,40,6493350.0,6.97385,0.1752,7933695.286842,6.394190209571164,True,29.97,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [42, 1], [42, 7], [42, 13], [42, 19], [42, 25], [42, 31], [50, 1], [50, 7], [50, 13], [50, 19], [50, 25], [50, 31], [58, 1]]",
mkDelayWorker32B,1.7,61,36,64,38,6883500.0,7.52225,0.1653,8559136.1217375,-0.9850818332424447,True,29.89,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [42, 1], [42, 7], [42, 13], [42, 19], [42, 25], [42, 31], [50, 1], [50, 7], [50, 13], [50, 19], [50, 25], [50, 31], [58, 1]]",
mkDelayWorker32B,1.4,59,42,61,44,8006560.0,8.56909,0.1558,10689271.79729632,-26.117516047707166,True,31.1,[],"[[2, 1], [2, 7], [2, 13], [2, 19], [2, 25], [2, 31], [2, 37], [10, 1], [10, 7], [10, 13], [10, 19], [10, 25], [10, 31], [10, 37], [18, 1], [18, 7], [18, 13], [18, 19], [18, 25], [18, 31], [18, 37], [26, 1], [26, 7], [26, 13], [26, 19], [26, 25], [26, 31], [26, 37], [34, 1], [34, 7], [34, 13], [34, 19], [34, 25], [34, 31], [34, 37], [42, 1], [42, 7], [42, 13], [42, 19], [42, 25], [42, 31], [42, 37], [50, 1]]",
lightweight_cipher,0.4,7,18,8,20,400558.0,3.42245,0.0223,30570.84091433,14.051936325737916,True,2.47,[],"[[2, 1], [2, 7], [2, 13]]",
