circuit,aspect_ratio,planned_core_w,planned_core_h,grid_w,grid_h,area_mwta,delay_ns,power_w,adp,adp_reduction_pct_vs_baseline,vtr_success,vtr_seconds,dsp_coords,bram_coords,note,cached,source
stereovision1,0.8,35,44,37,46,8662270.0,5.60056,0.1077,5224910.72122824,-23.049821072951854,True,66.11,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29], [6, 33], [6, 37], [6, 41], [14, 1], [14, 5], [14, 9], [14, 13], [14, 17], [14, 21], [14, 25], [14, 29], [14, 33], [14, 37], [14, 41], [22, 1], [22, 5], [22, 9], [22, 13], [22, 17], [22, 21], [22, 25], [22, 29], [22, 33], [22, 37], [22, 41], [30, 1], [30, 5], [30, 9], [30, 13], [30, 17], [30, 21], [30, 25], [30, 29], [30, 33], [30, 37], [30, 41]]",[],,False,"data_export/tools/c2_perar.py:run_one (per-AR tile placement), baseline from data_export3/tools/f5_build.py"
stereovision1,0.9,38,42,40,44,9890880.0,5.6061,0.1131,6271311.5738208,-47.693196730829264,True,78.57,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29], [6, 33], [6, 37], [14, 1], [14, 5], [14, 9], [14, 13], [14, 17], [14, 21], [14, 25], [14, 29], [14, 33], [14, 37], [22, 1], [22, 5], [22, 9], [22, 13], [22, 17], [22, 21], [22, 25], [22, 29], [22, 33], [22, 37], [30, 1], [30, 5], [30, 9], [30, 13], [30, 17], [30, 21], [30, 25], [30, 29], [30, 33], [30, 37], [38, 1], [38, 5], [38, 9], [38, 13]]",[],,False,"data_export/tools/c2_perar.py:run_one (per-AR tile placement), baseline from data_export3/tools/f5_build.py"
stereovision1,1.0,38,38,40,40,8581930.0,5.45065,0.1098,5136125.2236441,-20.95886867692063,True,69.24,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29], [6, 33], [14, 1], [14, 5], [14, 9], [14, 13], [14, 17], [14, 21], [14, 25], [14, 29], [14, 33], [22, 1], [22, 5], [22, 9], [22, 13], [22, 17], [22, 21], [22, 25], [22, 29], [22, 33], [30, 1], [30, 5], [30, 9], [30, 13], [30, 17], [30, 21], [30, 25], [30, 29], [30, 33], [38, 1], [38, 5], [38, 9], [38, 13], [38, 17], [38, 21], [38, 25], [38, 29]]",[],,False,"data_export/tools/c2_perar.py:run_one (per-AR tile placement), baseline from data_export3/tools/f5_build.py"
stereovision1,1.2,43,36,45,38,8850780.0,5.61495,0.1081,5372211.882104101,-26.518852881662248,True,67.62,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29], [6, 33], [14, 1], [14, 5], [14, 9], [14, 13], [14, 17], [14, 21], [14, 25], [14, 29], [14, 33], [22, 1], [22, 5], [22, 9], [22, 13], [22, 17], [22, 21], [22, 25], [22, 29], [22, 33], [30, 1], [30, 5], [30, 9], [30, 13], [30, 17], [30, 21], [30, 25], [30, 29], [30, 33], [38, 1], [38, 5], [38, 9], [38, 13], [38, 17], [38, 21], [38, 25], [38, 29]]",[],,False,"data_export/tools/c2_perar.py:run_one (per-AR tile placement), baseline from data_export3/tools/f5_build.py"
stereovision1,1.1,40,36,42,38,8381420.0,5.81694,0.103,5021684.3772444,-18.263717233335772,True,74.56,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29], [6, 33], [14, 1], [14, 5], [14, 9], [14, 13], [14, 17], [14, 21], [14, 25], [14, 29], [14, 33], [22, 1], [22, 5], [22, 9], [22, 13], [22, 17], [22, 21], [22, 25], [22, 29], [22, 33], [30, 1], [30, 5], [30, 9], [30, 13], [30, 17], [30, 21], [30, 25], [30, 29], [30, 33], [38, 1], [38, 5], [38, 9], [38, 13], [38, 17], [38, 21], [38, 25], [38, 29]]",[],,False,"data_export/tools/c2_perar.py:run_one (per-AR tile placement), baseline from data_export3/tools/f5_build.py"
stereovision1,1.3,46,35,48,37,9208880.0,5.46172,0.1126,5663366.09068736,-33.37571133959683,True,62.11,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29], [14, 1], [14, 5], [14, 9], [14, 13], [14, 17], [14, 21], [14, 25], [14, 29], [22, 1], [22, 5], [22, 9], [22, 13], [22, 17], [22, 21], [22, 25], [22, 29], [30, 1], [30, 5], [30, 9], [30, 13], [30, 17], [30, 21], [30, 25], [30, 29], [38, 1], [38, 5], [38, 9], [38, 13], [38, 17], [38, 21], [38, 25], [38, 29], [46, 1], [46, 5], [46, 9], [46, 13]]",[],,False,"data_export/tools/c2_perar.py:run_one (per-AR tile placement), baseline from data_export3/tools/f5_build.py"
stereovision1,1.4,46,33,48,34,8417290.0,5.70597,0.1057,5076644.60619141,-19.55806400764166,True,63.95,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29], [14, 1], [14, 5], [14, 9], [14, 13], [14, 17], [14, 21], [14, 25], [14, 29], [22, 1], [22, 5], [22, 9], [22, 13], [22, 17], [22, 21], [22, 25], [22, 29], [30, 1], [30, 5], [30, 9], [30, 13], [30, 17], [30, 21], [30, 25], [30, 29], [38, 1], [38, 5], [38, 9], [38, 13], [38, 17], [38, 21], [38, 25], [38, 29], [46, 1], [46, 5], [46, 9], [46, 13]]",[],,False,"data_export/tools/c2_perar.py:run_one (per-AR tile placement), baseline from data_export3/tools/f5_build.py"
stereovision1,1.5,48,32,51,34,9544100.0,5.5906,0.1141,6088061.706986,-43.37755106169834,True,63.75,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29], [14, 1], [14, 5], [14, 9], [14, 13], [14, 17], [14, 21], [14, 25], [14, 29], [22, 1], [22, 5], [22, 9], [22, 13], [22, 17], [22, 21], [22, 25], [22, 29], [30, 1], [30, 5], [30, 9], [30, 13], [30, 17], [30, 21], [30, 25], [30, 29], [38, 1], [38, 5], [38, 9], [38, 13], [38, 17], [38, 21], [38, 25], [38, 29], [46, 1], [46, 5], [46, 9], [46, 13]]",[],,False,"data_export/tools/c2_perar.py:run_one (per-AR tile placement), baseline from data_export3/tools/f5_build.py"
stereovision1,1.6,51,32,54,34,10133500.0,5.58617,0.1169,6617411.3369455,-55.844056371905424,True,65.46,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29], [14, 1], [14, 5], [14, 9], [14, 13], [14, 17], [14, 21], [14, 25], [14, 29], [22, 1], [22, 5], [22, 9], [22, 13], [22, 17], [22, 21], [22, 25], [22, 29], [30, 1], [30, 5], [30, 9], [30, 13], [30, 17], [30, 21], [30, 25], [30, 29], [38, 1], [38, 5], [38, 9], [38, 13], [38, 17], [38, 21], [38, 25], [38, 29], [46, 1], [46, 5], [46, 9], [46, 13]]",[],,False,"data_export/tools/c2_perar.py:run_one (per-AR tile placement), baseline from data_export3/tools/f5_build.py"
stereovision1,1.7,54,32,57,34,10266900.0,5.87716,0.1139,6872750.3750556,-61.85744581121848,True,74.8,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [6, 29], [14, 1], [14, 5], [14, 9], [14, 13], [14, 17], [14, 21], [14, 25], [14, 29], [22, 1], [22, 5], [22, 9], [22, 13], [22, 17], [22, 21], [22, 25], [22, 29], [30, 1], [30, 5], [30, 9], [30, 13], [30, 17], [30, 21], [30, 25], [30, 29], [38, 1], [38, 5], [38, 9], [38, 13], [38, 17], [38, 21], [38, 25], [38, 29], [46, 1], [46, 5], [46, 9], [46, 13]]",[],,False,"data_export/tools/c2_perar.py:run_one (per-AR tile placement), baseline from data_export3/tools/f5_build.py"
stereovision1,1.8,54,30,56,31,8968590.0,5.63377,0.109,5507440.0879887,-29.703559267268133,True,72.32,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [14, 1], [14, 5], [14, 9], [14, 13], [14, 17], [14, 21], [14, 25], [22, 1], [22, 5], [22, 9], [22, 13], [22, 17], [22, 21], [22, 25], [30, 1], [30, 5], [30, 9], [30, 13], [30, 17], [30, 21], [30, 25], [38, 1], [38, 5], [38, 9], [38, 13], [38, 17], [38, 21], [38, 25], [46, 1], [46, 5], [46, 9], [46, 13], [46, 17], [46, 21], [46, 25], [54, 1], [54, 5]]",[],,False,"data_export/tools/c2_perar.py:run_one (per-AR tile placement), baseline from data_export3/tools/f5_build.py"
stereovision1,1.9,55,29,57,30,9768130.0,5.73941,0.113,6335153.239372901,-49.196706731730984,True,62.46,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [14, 1], [14, 5], [14, 9], [14, 13], [14, 17], [14, 21], [14, 25], [22, 1], [22, 5], [22, 9], [22, 13], [22, 17], [22, 21], [22, 25], [30, 1], [30, 5], [30, 9], [30, 13], [30, 17], [30, 21], [30, 25], [38, 1], [38, 5], [38, 9], [38, 13], [38, 17], [38, 21], [38, 25], [46, 1], [46, 5], [46, 9], [46, 13], [46, 17], [46, 21], [46, 25], [54, 1], [54, 5]]",[],,False,"data_export/tools/c2_perar.py:run_one (per-AR tile placement), baseline from data_export3/tools/f5_build.py"
stereovision1,2.0,56,28,59,30,10126800.0,5.4595,0.1166,6446495.05236,-51.818874056109685,True,61.37,"[[6, 1], [6, 5], [6, 9], [6, 13], [6, 17], [6, 21], [6, 25], [14, 1], [14, 5], [14, 9], [14, 13], [14, 17], [14, 21], [14, 25], [22, 1], [22, 5], [22, 9], [22, 13], [22, 17], [22, 21], [22, 25], [30, 1], [30, 5], [30, 9], [30, 13], [30, 17], [30, 21], [30, 25], [38, 1], [38, 5], [38, 9], [38, 13], [38, 17], [38, 21], [38, 25], [46, 1], [46, 5], [46, 9], [46, 13], [46, 17], [46, 21], [46, 25], [54, 1], [54, 5]]",[],,False,"data_export/tools/c2_perar.py:run_one (per-AR tile placement), baseline from data_export3/tools/f5_build.py"
