circuit,seed,step_index,n_legal_actions,chosen_action_prob,top1_prob,top5_mass,top10_mass,top1pct_mass,uniform_reference_top10_mass,entropy,entropy_over_ln_n_legal,gini,source
mkDelayWorker32B,7,32,1753,0.0027737536001950502,0.0027737537090753994,0.0132453654038454,0.024980428910708095,0.040826570448257174,0.005704506560182544,7.400808159412882,0.9908588889132455,0.11592930500002296,policy distribution at the control rollout's own observations (no VTR)
mkDelayWorker32B,7,33,1745,0.0027742108795791864,0.0027742111887938607,0.01303469348697741,0.024504005380563163,0.039582096144718026,0.0057306590257879654,7.400116173766095,0.9913733570861364,0.11138981813489068,policy distribution at the control rollout's own observations (no VTR)
mkDelayWorker32B,7,34,1734,0.0027274719905108213,0.0027274719281777703,0.012771127220809936,0.024054873883459667,0.03879041450388692,0.0057670126874279125,7.396854617843191,0.9917766145543401,0.10717013033593292,policy distribution at the control rollout's own observations (no VTR)
mkDelayWorker32B,7,35,1728,0.0026032065507024527,0.002603206654763325,0.012454636427179302,0.0234856568351839,0.038008041685797654,0.005787037037037037,7.395482529886693,0.9920537029050486,0.10451549700004437,policy distribution at the control rollout's own observations (no VTR)
mkDelayWorker32B,7,36,1725,0.0025348260533064604,0.00253482576577565,0.012218475352812452,0.022883989347891525,0.03727586400687345,0.005797101449275362,7.396144903284625,0.9923738681150327,0.10178729998922376,policy distribution at the control rollout's own observations (no VTR)
mkDelayWorker32B,7,37,1720,0.00253676762804389,0.0025367676817457364,0.011989247307666775,0.022318186943701333,0.03656673811485907,0.005813953488372093,7.395035601163732,0.9926116267446539,0.09950935332908228,policy distribution at the control rollout's own observations (no VTR)
mkDelayWorker32B,7,38,1713,0.002497468376532197,0.0024974682917531877,0.011801071297247123,0.02161128035493727,0.03521656684240667,0.005837711617046118,7.394559859170468,0.9930913740528753,0.09498480261094056,policy distribution at the control rollout's own observations (no VTR)
mkDelayWorker32B,7,39,1702,0.0024237458128482103,0.0024237453208121717,0.011331966407501061,0.020537856056567966,0.033385243241488415,0.005875440658049354,7.392888026090559,0.9937266064959703,0.08846149094012468,policy distribution at the control rollout's own observations (no VTR)
mkDelayWorker32B,7,40,1695,0.0023907809518277645,0.002390780942460438,0.010874927466966994,0.01997529905379125,0.03111866150897259,0.0058997050147492625,7.390468170478506,0.9939519569370083,0.08598667893046308,policy distribution at the control rollout's own observations (no VTR)
mkDelayWorker32B,7,41,1691,0.0023280687164515257,0.002328068805524889,0.010330595005677852,0.019156259519027594,0.029856933142601943,0.0059136605558840925,7.39067249113222,0.9942953816857725,0.0827721702004478,policy distribution at the control rollout's own observations (no VTR)
mkDelayWorker32B,7,42,1682,0.0022969639394432306,0.002296963893550398,0.009878914838718628,0.0185621006896579,0.02910823095639933,0.005945303210463734,7.387241786876287,0.9945478624752373,0.08013033560373861,policy distribution at the control rollout's own observations (no VTR)
mkDelayWorker32B,7,43,1672,0.0020235085394233465,0.002023508955170443,0.009440943908654839,0.017752269205001194,0.027843965001068748,0.005980861244019139,7.383620442942314,0.9948589998184793,0.07655576085646953,policy distribution at the control rollout's own observations (no VTR)
lightweight_cipher,7,1,84,0.41995769739151,0.41995765861926715,0.6965579976780216,0.8499001485737254,0.41995765861926715,0.11904761904761904,2.3071865006038133,0.5207135851805282,0.8955958859984787,policy distribution at the control rollout's own observations (no VTR)
lightweight_cipher,7,2,77,0.19686277210712433,0.19686278621592243,0.6273734795659313,0.8425132826287579,0.19686278621592243,0.12987012987012986,2.623810296583704,0.604034951331686,0.8659098259634492,policy distribution at the control rollout's own observations (no VTR)
lightweight_cipher,7,3,70,0.27684926986694336,0.276849261799057,0.701680453535055,0.916941468890937,0.276849261799057,0.14285714285714285,2.3872380859529683,0.5619020264693598,0.8828633586593393,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,1,1554,0.07640494406223297,0.07640495098370478,0.16708861501201172,0.2236646718864867,0.26073193816586715,0.006435006435006435,6.371624188676035,0.8670542688455617,0.5048834917785578,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,2,1543,0.03712165728211403,0.03712165365027383,0.1168146130894624,0.1694491358466781,0.2075015131400935,0.0064808813998703824,6.601909835177861,0.8992609624895875,0.461695529289768,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,3,1532,0.02408786118030548,0.02408785830048405,0.09953408057121674,0.14575366050884425,0.1844544371789155,0.006527415143603133,6.684174396269708,0.9113545461379933,0.44055453697554814,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,4,1521,0.02229168638586998,0.022291685022229345,0.09108617717133141,0.1320972888016844,0.17091512286447036,0.006574621959237344,6.728116290616832,0.9182479975087523,0.42558528482189883,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,5,1510,0.020820222795009613,0.020820222989821974,0.08091171813468442,0.12044272358536066,0.15922371959285886,0.006622516556291391,6.764508522004232,0.9241302383131226,0.41234617374452864,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,6,1499,0.02013271301984787,0.02013271573970414,0.07038896550473231,0.10743809173332387,0.139349304338744,0.0066711140760507,6.811910348720424,0.9315364804493975,0.39361161934201716,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,7,1488,0.018273284658789635,0.018273282854847625,0.05330272982819996,0.089815534632237,0.12074458757515409,0.006720430107526882,6.86815738361603,0.940175281061736,0.3739160043569425,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,8,1477,0.009924624115228653,0.009924625233273927,0.044304014517977025,0.08092059920377241,0.1105403084038378,0.006770480704129994,6.905065796274377,0.9461886879586171,0.357872762991134,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,9,1466,0.00997927412390709,0.009979275007519661,0.0435212265120322,0.07844709647660741,0.10708901908379499,0.0068212824010914054,6.923367263950458,0.9496692897785198,0.3444381123194431,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,10,1455,0.008889810182154179,0.008889810146061689,0.04188376694676741,0.07603825504753807,0.1043072827582112,0.006872852233676976,6.93049323602122,0.951629892166332,0.33659028159528837,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,11,1449,0.008700781501829624,0.008700781252591872,0.04153621170896756,0.07424940608092648,0.10113858793787497,0.006901311249137336,6.944188891186807,0.9540517790116604,0.3269987170141635,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,12,1438,0.008829919621348381,0.00882992007357685,0.040962403875414465,0.0722539368769173,0.0987760009541254,0.006954102920723227,6.947275623901506,0.9554762021423753,0.32139753237227153,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,13,1427,0.008702277205884457,0.008702277131613147,0.0394782998023726,0.07013009847823846,0.09626269025527191,0.00700770847932726,6.9510382788010014,0.9570043829589658,0.31479978367673667,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,14,1416,0.008283060975372791,0.008283061266342847,0.03812684066416395,0.06842992881414608,0.09416233753011158,0.007062146892655367,6.958508113157,0.9590545897822471,0.3052675824923896,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,15,1405,0.00838271714746952,0.008382717122493177,0.03695095133202693,0.06674725589012813,0.09200968612510795,0.0071174377224199285,6.9651895311220295,0.9610083970453683,0.29633527462525855,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,16,1394,0.00813601166009903,0.00813601114727306,0.03553794798888525,0.06409303765949163,0.08355688894623506,0.007173601147776184,6.974126245541916,0.9632860745005812,0.28747425088900647,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,17,1384,0.007459913846105337,0.007459913888605025,0.03430111818930727,0.06269134709937006,0.08169077057365119,0.0072254335260115606,6.983654689684819,0.9655623342098821,0.27629457407272606,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,18,1373,0.007241134066134691,0.007241133683975472,0.033418668998621316,0.06121593344120066,0.07953340699244604,0.007283321194464676,6.985141697075164,0.9668346177045282,0.27038571172394343,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,19,1363,0.007037218194454908,0.007037218709219293,0.03260737709801663,0.05920624793528997,0.07709213770464562,0.007336757153338224,6.992392451021431,0.9688184628248341,0.26106195038313307,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,20,1355,0.0069182864390313625,0.006918285609047218,0.032175360112717134,0.058059997876099986,0.07527344050216106,0.007380073800738007,7.004352190932621,0.9712677095884168,0.24869278280040108,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,21,1349,0.006675684358924627,0.006675684345543042,0.031284824882321344,0.056317630576701,0.07286148201038786,0.007412898443291327,7.00793306256971,0.9723626323344897,0.24361023062439346,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,22,1340,0.006708884611725807,0.006708884024059409,0.03082932541180163,0.0551580794268512,0.07066234792943574,0.007462686567164179,7.011293995651313,0.9737333698905801,0.23642699136781165,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,23,1331,0.006412277929484844,0.006412277993869383,0.029717769772181945,0.0534274415820973,0.06831390688802051,0.007513148009015778,7.015714017446692,0.9752599980814668,0.2280299904426384,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,24,1320,0.006327474024146795,0.00632747250683551,0.028749265333288986,0.051596937901150663,0.06630003352559757,0.007575757575757576,7.01613587988466,0.9764450912207288,0.22120372227299434,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,25,1309,0.006138106808066368,0.006138107206863266,0.02786076529288187,0.05006303311556879,0.06442847824156413,0.007639419404125287,7.0195103513602986,0.978053782540217,0.21132475799864392,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,26,1302,0.006167779676616192,0.006167779648254242,0.027061671825482504,0.04832817033061726,0.06209581409897833,0.007680491551459293,7.02309785638404,0.9792852655870495,0.2043039330666263,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,27,1293,0.005538306664675474,0.005538306040482999,0.025614178646620515,0.04482196627728803,0.05497017954266571,0.007733952049497293,7.027244549674403,0.9808121152215825,0.1964386980426116,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,28,1282,0.005406948272138834,0.005406949594774381,0.024468075415764873,0.04321057777807892,0.053147627468739196,0.0078003120124804995,7.0251252336356504,0.9816869523372885,0.19064511443157528,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,29,1271,0.005283776205033064,0.005283776144060037,0.022899797387660664,0.04071422456346948,0.05011624645351283,0.007867820613690008,7.02618512149521,0.9830187977337268,0.182120879489718,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,30,1265,0.00428650202229619,0.004286502230073368,0.020109639546502283,0.037157208597209855,0.04637142099764901,0.007905138339920948,7.033040762962271,0.9846298066531055,0.1730773106459471,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,31,1254,0.004302019253373146,0.004302019930389281,0.019626323894028318,0.03638252117465564,0.04561662181107323,0.007974481658692184,7.029132169747049,0.9852873321338611,0.1675540138980176,policy distribution at the control rollout's own observations (no VTR)
reduction_layer,7,32,1243,0.004178480710834265,0.004178480433290331,0.01920440129967043,0.03575844685518779,0.0449254007971905,0.008045052292839904,7.026961069950092,0.9862009662917445,0.16048549060213868,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,1,1050,0.090228371322155,0.0902283744346112,0.2103886490618794,0.28175498958298995,0.2903187915246336,0.009523809523809525,5.792047253579719,0.8326039556432064,0.6116295852436566,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,2,1039,0.045408595353364944,0.04540859956965027,0.15821324826566247,0.2235713343041831,0.2326748298457812,0.009624639076034648,6.02216433799528,0.8669957108799682,0.5728288590162773,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,3,1028,0.03353435918688774,0.03353436160816809,0.13803632250203696,0.1981757556684687,0.2070829850198643,0.009727626459143969,6.102500607873205,0.8799098267893605,0.5537471934421696,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,4,1017,0.03292085602879524,0.032920852652609627,0.1255926770810854,0.1801499995984032,0.18927075728591208,0.00983284169124877,6.15593003081181,0.8889927231630482,0.5374526798654016,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,5,1006,0.03123682551085949,0.031236826052348902,0.11087386409167797,0.16329695381176856,0.172629293252898,0.009940357852882704,6.203095482214849,0.8972130654663893,0.5231306475173401,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,6,995,0.029096821323037148,0.029096824565228014,0.08958458408555535,0.13968538838680164,0.13968538838680164,0.010050251256281407,6.27103681564918,0.9084847942964994,0.5028013505070812,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,7,984,0.02265339531004429,0.022653395589505323,0.07073627220185408,0.11904926838068083,0.11904926838068083,0.01016260162601626,6.331898903320921,0.9187815760616456,0.48171138022990556,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,8,973,0.013808328658342361,0.01380832549719232,0.06122682704560512,0.10916867122517526,0.10916867122517526,0.010277492291880781,6.364400011611504,0.9250065019029338,0.46714765093407173,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,9,962,0.013348579406738281,0.013348581484020256,0.060753243185102224,0.10710050807877028,0.10710050807877028,0.010395010395010396,6.380393454435987,0.928865923963464,0.45417849654008147,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,10,951,0.013036797754466534,0.01303679940281277,0.0590130090822536,0.10435153932026059,0.10435153932026059,0.010515247108307046,6.384072091876002,0.9309601166907917,0.446920122224546,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,11,945,0.012416252866387367,0.012416251718751638,0.05765125088238954,0.10139589378317222,0.10139589378317222,0.010582010582010581,6.398356001546798,0.9339050207023684,0.4369185529150248,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,12,934,0.012529888190329075,0.012529889601593394,0.056108529479825205,0.09892465263949723,0.09892465263949723,0.010706638115631691,6.398249654749089,0.9354882223128157,0.4318201349462363,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,13,923,0.012555290944874287,0.012555289813665486,0.05461679000058422,0.09639775257024033,0.09639775257024033,0.010834236186348862,6.398969606596955,0.9372169148055519,0.42553940048172434,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,14,912,0.011537325568497181,0.011537325304405929,0.05241031172857881,0.0945784372048819,0.0945784372048819,0.010964912280701754,6.404524870364309,0.9396806286264046,0.41580600292434644,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,15,901,0.011375759728252888,0.011375759937908151,0.05098507274775467,0.09367108424535296,0.09367108424535296,0.011098779134295227,6.407722073165017,0.9418265777040861,0.4071384108492555,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,16,890,0.010917825624346733,0.01091782479374687,0.04920714346728425,0.09068242701923404,0.08296361260387106,0.011235955056179775,6.414590396882715,0.9445414837506594,0.3981917638132433,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,17,879,0.012014334090054035,0.012014334357196682,0.05070570782814061,0.09206227371281644,0.08427530714503764,0.011376564277588168,6.406953819585534,0.945147827566174,0.3946057330789847,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,18,869,0.010715608485043049,0.010715608675124924,0.04942464357370977,0.09109144633170906,0.08301535209751039,0.011507479861910242,6.414734774405458,0.9478956003363423,0.38292675366150464,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,19,859,0.010464274324476719,0.010464272690106899,0.04882386495553448,0.088732474594644,0.08162732451301309,0.011641443538998836,6.421077424991409,0.9504584154878786,0.3728014550422072,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,20,851,0.010302814655005932,0.010302815885671068,0.048835551611651686,0.08825251908886717,0.08108441987979256,0.011750881316098707,6.433028791717322,0.9535481481291713,0.3592320428269873,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,21,845,0.010238190181553364,0.01023818926924211,0.047972083473620974,0.08634731381974742,0.07918663921155697,0.011834319526627219,6.435669417110841,0.9549410829229618,0.35379266196088444,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,22,836,0.010360077023506165,0.010360077358040313,0.047675209728059276,0.08534513223830216,0.07807237441364268,0.011961722488038277,6.437140684175162,0.956679444553872,0.34612978684355866,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,23,827,0.010084453038871288,0.010084452812585715,0.04633941769926777,0.0834994874784576,0.07683399845732455,0.012091898428053204,6.440785294060168,0.9587634035909486,0.3365403755256462,policy distribution at the control rollout's own observations (no VTR)
arm_core,7,24,816,0.009887916035950184,0.0098879151178002,0.044983707847989864,0.08112896039261401,0.07499458223842624,0.012254901960784314,6.43890326772973,0.9603975719314266,0.32884996828606927,policy distribution at the control rollout's own observations (no VTR)
softmax,7,1,1558,0.07575955241918564,0.07575955678514998,0.16386187834627353,0.21933875705342964,0.25591146930635145,0.006418485237483954,6.387415300566461,0.8688991725958032,0.5014692112074133,policy distribution at the control rollout's own observations (no VTR)
softmax,7,2,1551,0.03721289709210396,0.037212897564646914,0.11142306357550189,0.16355975599037384,0.20177208189956386,0.006447453255963894,6.615269470728328,0.9004464377048595,0.46150758456967744,policy distribution at the control rollout's own observations (no VTR)
softmax,7,3,1544,0.02264982834458351,0.022649827288550344,0.09370037290186163,0.1390684135611053,0.1782792257842573,0.006476683937823834,6.70180017872234,0.9127866980110166,0.44033522237043043,policy distribution at the control rollout's own observations (no VTR)
softmax,7,4,1537,0.01972857303917408,0.019728573356550448,0.08601454876900365,0.12625002738160263,0.16584539261154835,0.006506180871828237,6.743426407713266,0.9190249770643572,0.4270948899004421,policy distribution at the control rollout's own observations (no VTR)
softmax,7,5,1530,0.020196355879306793,0.02019635615093986,0.07775608461620957,0.11627719800845371,0.15635617939569346,0.006535947712418301,6.776370063092483,0.9240895671264205,0.4153659952780133,policy distribution at the control rollout's own observations (no VTR)
softmax,7,6,1523,0.017743516713380814,0.017743517834623725,0.06776533890327824,0.10545109133703756,0.14588023619558843,0.006565988181221274,6.810713930712104,0.9293541859945725,0.40421447951984946,policy distribution at the control rollout's own observations (no VTR)
softmax,7,7,1516,0.01775476709008217,0.017754765741089494,0.06005603550049163,0.09695659167141123,0.1370706286444326,0.006596306068601583,6.841085549754098,0.9340857202956102,0.3925674126206711,policy distribution at the control rollout's own observations (no VTR)
softmax,7,8,1509,0.01057420764118433,0.010574208323966099,0.04478063257851844,0.08183508615362714,0.12087631726693418,0.0066269052352551355,6.894015475978129,0.9419080172757923,0.3745040094048917,policy distribution at the control rollout's own observations (no VTR)
custom_macbuf,42,1,84,0.39597558975219727,0.395975595222689,0.7089594998552409,0.8723328140938387,0.395975595222689,0.11904761904761904,2.2795922054511277,0.5144857729270654,0.9008559639590903,policy distribution at the control rollout's own observations (no VTR)
custom_macbuf,42,2,101,0.3342786729335785,0.3342786628346389,0.695879833238552,0.9009252924238482,0.4483974887565241,0.09900990099009901,2.3770441288081887,0.5150557000914715,0.9147248315993151,policy distribution at the control rollout's own observations (no VTR)
custom_macbuf,42,3,94,0.18056310713291168,0.18056310863348282,0.6593997607790382,0.913503222308587,0.18056310863348282,0.10638297872340426,2.4965512609047606,0.5495023722976188,0.9007318367656807,policy distribution at the control rollout's own observations (no VTR)
custom_macbuf,42,4,87,0.2275589108467102,0.2275589368751829,0.7595377986164129,0.93457386156595,0.2275589368751829,0.11494252873563218,2.3559483071719307,0.5275407027141643,0.9062501131893459,policy distribution at the control rollout's own observations (no VTR)
